s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
10-fold,ten-fold,0,10-fold,ten-fold,0,JJ,JJ,1,1,typo-spelling
'is partitioned','was partitioned',0,'be partition','be partition',1,'VBZ POS','VBD POS',1,1,bigrammar-vtense
10,ten,0,10,ten,0,CD,NN,1,1,typo-spelling
10,ten,0,10,ten,0,CD,NN,1,1,typo-spelling
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
'is repeated','was repeated',0,'be repeat','be repeat',1,'VBZ PPR','VBD PPR',1,0,bigrammar-vtense
10,ten,0,10,ten,0,CD,NN,1,1,typo-spelling
10,ten,0,10,ten,0,CD,NN,1,1,typo-spelling
10,ten,0,10,ten,0,CD,NN,1,1,typo-spelling
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
to,with,0,to,with,0,TO,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
use,uses,0,use,use,1,NN,NNS,1,1,bigrammar-inter
extend,extended,0,extend,extend,1,VB,JJ,1,1,bigrammar-vtense
use,used,0,use,use,1,NN,VBN,1,1,bigrammar-vtense
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
operations,operation,0,operations,operation,0,NNS,NN,1,1,bigrammar-nnum
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
call,called,0,call,call,1,NN,VBN,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
depict,depicted,0,depict,depict,1,VB,VBN,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
substituting,substitute,0,substitute,substitute,1,VBG,NN,1,1,bigrammar-wform
node,nodes,0,node,nod,0,NN,NNS,1,1,bigrammar-nnum
inserting,insert,0,insert,insert,1,VBG,NN,1,1,bigrammar-wform
node,nodes,0,node,nod,0,NN,NNS,1,1,bigrammar-nnum
deleting,delete,0,delete,delete,1,VBG,VB,1,1,bigrammar-wform
node,nodes,0,node,nod,0,NN,NNS,1,1,bigrammar-nnum
node,nodes,0,node,nod,0,NN,NNS,1,1,bigrammar-nnum
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
in,from,0,in,from,0,IN,IN,1,0,bigrammar-prep
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
this,the,0,this,the,0,DET,DET,1,1,bigrammar-det
use,uses,0,use,use,1,NN,NNS,0,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,a,0,the,a,0,DET,DET,1,0,bigrammar-det
'can archive',gives,0,'can archive',give,0,'MD POS',VBZ,1,1,typo-spelling
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
our,?,0,our,?,0,PRPS,?,0,0,unaligned
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
increase,increased,0,increase,increase,1,NN,JJ,0,0,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,by,0,?,by,0,?,IN,0,0,mogrammar-prep
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
conform,conformed,0,conform,conform,1,VB,NN,1,1,bigrammar-vtense
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
expression,expressions,0,expression,expression,1,NN,NNS,1,1,bigrammar-nnum
a,?,0,a,?,0,DET,?,0,0,mogrammar-det
expression,expressions,0,expression,expression,1,NN,NNS,1,0,bigrammar-nnum
the,a,0,the,a,0,DET,DET,0,1,bigrammar-det
'a system',systems,0,'a system',system,0,'DET POS',NNS,0,1,bigrammar-nnum
consider,considered,0,consider,consider,1,VB,VBN,1,1,bigrammar-vtense
?,from,0,?,from,0,?,IN,0,0,mogrammar-prep
By,?,0,By,?,0,IN,?,0,0,mogrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
to,for,0,to,for,0,TO,IN,1,0,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
shows,'has shown',0,show,'have show',0,NNS,'VBZ PPR',1,0,bigrammar-vtense
.,?,0,.,?,0,PP,?,0,0,unaligned
'the problem of',?,0,'the problem of',?,0,'DET NN POS',?,0,0,unaligned
'straight forward',straightforward,0,'straight forward',straightforward,0,'JJ PPR',JJ,1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'has outperformed','had outperformed',0,'have outperform','have outperform',1,'VBZ PPR','VBD PPR',1,1,bigrammar-vtense
'has contributed','had contributed',0,'have contribute','have contribute',1,'VBZ PPR','VBD PPR',0,1,bigrammar-vtense
?,by,0,?,by,0,?,IN,0,0,mogrammar-prep
seeking,'to seek',0,seek,'to seek',0,VBG,'TO PPR',1,0,bigrammar-wform
for,?,0,for,?,0,IN,?,0,0,mogrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
an,the,0,an,the,0,DET,DET,1,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
entities,entity,0,entity,entity,1,NNS,NN,1,0,bigrammar-nnum
?,as,0,?,as,0,?,IN,0,0,mogrammar-prep
'bold face',boldface,0,'bold face',boldface,0,'JJ POS',NN,1,0,typo-spelling
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
hard,difficult,0,hard,difficult,0,JJ,JJ,1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
'is introduced',introduced,0,'be introduce',introduce,0,'VBZ PPR',VBN,1,1,para-passact
'we only focus','our focus is',0,'we only focus','our focus be',0,'PRP RB POS','PRPS NN PPR',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'This is an encouraging result','The results are promising',0,'This be an encourage result','The result be promise',0,'DET VBZ DET JJ POS','DET NNS VBP PPR',1,1,paraphrase
'processing post',post-processing,0,'process post',post-processing,0,'NN POS',JJ,1,1,typo-spelling
'achieves much lower results','drops performance s "',0,'achieve much low result','drop performance s "',0,'VBZ RB JJR POS','NNS NN PRP PPR',1,0,paraphrase
on,for,0,on,for,0,IN,IN,0,1,bigrammar-prep
'that on',for,0,'that on',for,0,'IN POS',IN,1,1,paraphrase
'down to',to,0,'down to',to,0,'RB PPR',TO,1,1,bigrammar-prep
submissions,submission,0,submission,submission,1,NNS,NN,1,1,bigrammar-nnum
which,and,0,which,and,0,WDT,CC,1,1,paraphrase
are,'are outlined',0,be,'be outline',0,VBP,'VBP PPR',0,0,paraphrase
'. . . ,the','. [ . . ] the',0,'. . . ,the','. [ . . ] the',0,'SYM PP PP POS','SYM LRB PP PP RRB POS',1,1,bigrammar-inter
'The analysis results','An analysis of the results',0,'The analysis result','An analysis of the result',0,'DET NN POS','DET NN IN DET POS',1,0,paraphrase
showed,indicated,0,show,indicate,0,VBD,JJ,0,1,paraphrase
are,was,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
which,'the scores',0,which,'the score',0,WDT,'DET POS',0,0,paraphrase
are,were,0,be,be,1,VBP,VBD,0,0,bigrammar-vtense
'far less','much lower',0,'far le','much low',0,'RB PPS','JJ PPR',0,1,paraphrase
that,'the F-score',0,that,'the F-score',0,IN,'DET PPR',1,1,paraphrase
pronoun,pronouns,0,pronoun,pronoun,1,NN,NNS,1,1,bigrammar-nnum
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
'to be resolved are','to resolve is it',0,'to be resolve be','to resolve be it',0,'TO VB VBN POS','TO NN VBZ POS',0,0,paraphrase
'again shown',presented,0,'again show',present,0,'RB PPR',VBN,1,1,paraphrase
and,'compared , as well as',0,and,'compare , as well as',0,CC,'VBN PPC IN RB POS',0,1,paraphrase
'can be',is,0,'can be',be,0,'MD PPR',VBZ,1,1,bigrammar-vtense
as,'to be',0,as,'to be',0,IN,'TO PPR',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'domain specific',domain-specific,0,'domain specific',domain-specific,0,'NN PPR',JJ,1,1,typo-spelling
'best reported',best-reported,0,'good report',best-reported,0,'RB PPR',JJ,1,0,typo-spelling
result,'system results',0,result,'system result',0,NN,'NN POS',0,1,paraphrase
'As we needed to get an','acquire to order In',0,'As we need to get an','acquire to order In',0,'IN PRP VBN TO VB POS','VB TO NN POS',1,1,paraphrase
'data set',dataset,0,'datum set',dataset,0,'NNS POS',NN,1,1,typo-spelling
as,?,0,as,?,0,IN,?,0,0,mogrammar-prep
'the purposes','sentence segmentation and syntactic parsing',0,'the purpose','sentence segmentation and syntactic parse',0,'DET POS','NN NN CC NN PPR',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
outputted,'as the output',0,output,'as the output',0,NN,'IN DET POS',1,1,paraphrase
outputted,'output as the',0,output,'output as the',0,NN,'NN IN POS',1,1,paraphrase
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'limit of',limited,0,'limit of',limit,0,'NN POS',JJ,1,1,paraphrase
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
collects,'are collected',0,collect,'be collect',0,VBZ,'VBP PPR',0,0,paraphrase
analyzed,'analyzed they are',0,analyze,'analyze they be',0,VBN,'VBD PRP POS',1,1,paraphrase
longest,'longest chunk',0,long,'long chunk',0,JJS,'JJS POS',1,1,paraphrase
output,outputs,0,output,output,1,NN,NNS,1,0,bigrammar-nnum
'head word',head-word,0,'head word',head-word,0,'NN POS',JJ,1,1,typo-spelling
one,'phrase noun',0,one,'phrase noun',0,CD,'NN POS',1,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
determines,'are determined',0,determine,'be determine',0,VBZ,'VBP PPR',0,0,paraphrase
'such as',like,0,'such as',like,0,'JJ POS',IN,0,0,paraphrase
'the focus of is','focuses on',0,'the focus of be','focus on',0,'DET NN IN PPR','VBZ POS',0,1,paraphrase
done,accomplished,0,do,accomplish,0,VBN,JJ,1,0,paraphrase
'words head',head-words,0,'word head',head-words,0,'NNS POS',JJ,1,1,typo-spelling
?,by,0,?,by,0,?,IN,0,0,mogrammar-prep
the,these,0,the,these,0,DET,DET,1,1,bigrammar-det
much,many,0,much,many,0,RB,JJ,1,1,paraphrase
window,'particular window',0,window,'particular window',0,NN,'JJ POS',1,1,paraphrase
this,'this filter',0,this,'this filter',0,DET,'DET POS',1,1,paraphrase
'can not',cannot,0,'can not',cannot,0,'MD PPR',NN,1,1,typo-spelling
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
predicion,prediction,0,predicion,prediction,0,NN,NN,1,1,typo-spelling
selects,'selected is',0,select,'select be',0,VBZ,'JJ PPR',0,0,paraphrase
forms,'is formed',0,form,'be form',0,NNS,'VBZ PPR',0,0,paraphrase
'is not conflict number','does not conflict in number',0,'be not conflict number','do not conflict in number',0,'VBZ RB NN POS','VBZ RB NN IN POS',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
expression,expressions,0,expression,expression,1,NN,NNS,1,1,bigrammar-nnum
candidate,'candidate preferable',0,candidate,'candidate preferable',0,NN,'NN POS',0,1,paraphrase
'Thanks to','Because of',0,'Thanks to','Because of',0,'NNS PPR','IN POS',1,1,paraphrase
rule,'rule particular',0,rule,'rule particular',0,NN,'NN PPR',1,1,paraphrase
By,In,0,By,In,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
about,concerning,0,about,concern,0,IN,VBG,1,1,paraphrase
',','. The expressions are',0,',','. The expression be',0,PPR,'SYM DET NNS POS',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
means,'refers to',0,mean,'refer to',0,NNS,'VBZ PPR',1,1,paraphrase
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
'This means',Thus,0,'This mean',Thus,0,'DET POS',RB,1,0,paraphrase
includes,include,0,include,include,1,VBZ,VB,1,1,bigrammar-inter
'second person',second-person,0,'second person',second-person,0,'JJ POS',JJ,1,1,typo-spelling
'second person',second-person,0,'second person',second-person,0,'JJ POS',JJ,1,1,typo-spelling
'to be recognized are','recognized are',0,'to be recognize be','recognize be',0,'TO VB VBN POS','VBN POS',1,1,paraphrase
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
'except for','with the exception of',0,'except for','with the exception of',0,'IN POS','IN DET NN POS',1,1,para-colocation
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
sets,'are set',0,set,'be set',0,NNS,'VBP POS',0,0,paraphrase
'border a',Borders,0,'border a',Borders,0,'NN POS',NNS,0,0,bigrammar-nnum
'having been used','seen as',0,'have be use','see as',0,'VBG VBN PPR','VBN POS',0,1,paraphrase
',',', Thus',0,',',', Thus',0,PPR,'PPC PPR',0,1,paraphrase
'The fact that',Since,0,'The fact that',Since,0,'DET NN POS',IN,1,1,paraphrase
'enables us to use them','they can be used',0,'enable us to use them','they can be use',0,'VBZ PRP TO NN POS','PRP MD VB PPR',0,1,paraphrase
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
remained,remaining,0,remain,remain,1,VBN,VBG,1,1,bigrammar-wform
'this type','types these',0,'this type','type these',0,'DET POS','NNS POS',1,1,bigrammar-inter
relations,relation,0,relations,relation,0,NNS,NN,1,1,bigrammar-nnum
'This is exactly what does','task this accomplishes',0,'This be exactly what do','task this accomplish',0,'DET VBZ RB WP PPR','NN DET POS',0,1,paraphrase
of,'to using',0,of,'to use',0,IN,'TO PPR',1,1,paraphrase
'as in the example','This is exemplified in the following',0,'as in the example','This be exemplify in the follow',0,'IN IN DET POS','DET VBZ NN IN DET PPR',0,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,unaligned
?,.,0,?,.,0,?,PP,0,0,unaligned
to,over,0,to,over,0,TO,IN,1,1,bigrammar-prep
succession,successive,0,succession,successive,0,NN,JJ,1,1,bigrammar-wform
'end of the rule',end-of-the-rule,0,'end of the rule',end-of-the-rule,0,'NN IN DET POS',JJ,0,1,typo-spelling
?,until,0,?,until,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
prefers,'is in the preference of',0,prefer,'be in the preference of',0,VBZ,'VBZ IN DET NN POS',0,1,paraphrase
'refer to the same thing','are identical',0,'refer to the same thing','be identical',0,'VB TO DET JJ POS','VBP PPR',1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
'we do not','is not',0,'we do not','be not',0,'PRP VB PPR','VBZ PPR',0,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Thus,Therefore,0,Thus,Therefore,0,RB,RB,1,1,paraphrase
helps,enables,0,help,enable,0,VBZ,VBZ,1,1,paraphrase
'how to encode','method for encoding',0,'how to encode','method for encode',0,'WRB TO POS','NN IN PPR',1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
classied,classified,0,classied,classify,0,NN,JJ,1,1,typo-spelling
?,In,0,?,In,0,?,IN,0,0,mogrammar-prep
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
much,'much very',0,much,'much very',0,RB,'JJ PPR',0,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
whose,'in which',0,whose,'in which',0,WPS,'IN POS',1,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
coocurred,co-occurred,0,coocurred,co-occurred,0,NN,JJ,1,1,typo-spelling
'key words',keywords,0,'key word',keywords,0,'JJ POS',NNS,1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'key word',keyword,0,'key word',keyword,0,'JJ POS',NN,1,1,typo-spelling
'in meaning','to include a definition',0,'in mean','to include a definition',0,'IN POS','TO VB DET POS',1,1,paraphrase
referred,referenced,0,refer,reference,0,VBN,NN,1,1,paraphrase
'be anything','include any concept that is',0,'be anything','include any concept that be',0,'VB POS','VB DET NN IN PPR',1,1,paraphrase
experts,'experts subject matter',0,expert,'expert subject matter',0,NNS,'NNS JJ POS',1,1,paraphrase
'an uneasy','a difficult',0,'an uneasy','a difficult',0,'DET PPR','DET PPR',1,1,paraphrase
increasing,'increasing thereby',0,increase,'increase thereby',0,VBG,'VBG PPR',1,0,paraphrase
'to pick','picking of',0,'to pick','pick of',0,'TO POS','NN POS',1,1,paraphrase
or,'and increasing',0,or,'and increase',0,CC,'CC PPR',0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
agree,'in agreement',0,agree,'in agreement',0,VB,'IN POS',1,1,paraphrase
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
antecedent,'antecedent that',0,antecedent,'antecedent that',0,NN,'NN POS',1,1,bigrammar-others
appearring,appearing,0,appearring,appear,0,VBG,VBG,1,1,typo-spelling
',',', and',0,',',', and',0,PPR,'PPC PPS',1,1,bigrammar-others
assures,'assures that',0,assure,'assure that',0,VBZ,'VBZ POS',1,1,bigrammar-others
generated,'that have been generated',0,generate,'that have be generate',0,VBN,'IN VB VBN PPR',0,1,bigrammar-vtense
RB-MIN,'RB-MIN from results the',0,RB-MIN,'RB-MIN from result the',0,NNP,'NNP IN NNS POS',1,1,paraphrase
outperforms,surpasses,0,outperform,surpass,0,VBZ,NNS,1,1,paraphrase
by,'by obtained',0,by,'by obtain',0,IN,'IN PPR',0,1,paraphrase
higher,'higher performance',0,higher,'higher performance',0,JJR,'JJR POS',1,1,paraphrase
'supposed to be',likely,0,'suppose to be',likely,0,'VBN TO PPR',JJ,1,1,paraphrase
types,'types different the',0,type,'type different the',0,NNS,'NNS JJ POS',1,1,paraphrase
gives,provides,0,give,provide,0,VBZ,VBZ,1,1,paraphrase
an,?,0,an,?,0,DET,?,0,0,mogrammar-det
'have solved been','has been accomplished',0,'have solve be','have be accomplish',0,'VB VBN PPR','VBZ VBN PPR',1,0,paraphrase
?,with,0,?,with,0,?,IN,0,0,mogrammar-prep
completely,solely,0,completely,solely,0,RB,RB,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
details,detail,0,detail,detail,1,NNS,NN,1,1,bigrammar-nnum
analysis,analyses,0,analysis,analyse,0,NN,NNS,1,0,bigrammar-nnum
given,provided,0,give,provide,0,VBN,VBN,1,1,paraphrase
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
fscore,F-score,0,fscore,F-score,0,NN,JJ,1,1,typo-spelling
contribute,contributes,0,contribute,contribute,1,VB,VBZ,1,1,bigrammar-nnum
the,a,0,the,a,0,DET,DET,1,0,bigrammar-det
'4 points increasement of','4-point increase',0,'4 point increasement of','4-point increase',0,'CD NNS NN POS','JJ POS',0,0,para-colocation
Fscore,F-score,0,Fscore,F-score,0,NNP,JJ,0,0,typo-spelling
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
'2 .3 points','2 .3-point',0,'2 .3 point','2 .3-point',0,'CD CD POS','CD PPR',1,0,typo-spelling
Fscore,F-score,0,Fscore,F-score,0,NNP,JJ,0,0,typo-spelling
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
ensures,'ensures that',0,ensure,'ensure that',0,VBZ,'VBZ POS',1,1,bigrammar-others
',',', thus',0,',',', thus',0,PPR,'PPC PPR',1,1,bigrammar-others
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'as below','in the following manner',0,'as below','in the follow manner',0,'IN POS','IN DET VBG POS',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
ultilized,utilized,0,ultilized,utilize,0,NN,NN,1,0,typo-spelling
at,in,0,at,in,0,IN,IN,0,1,bigrammar-prep
section,sections,0,section,section,1,NN,NNS,0,0,bigrammar-nnum
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
classfier,classifier,0,classfier,classifier,0,NN,NN,1,1,typo-spelling
Fscore,F-score,0,Fscore,F-score,0,NNP,JJ,0,1,typo-spelling
'o / w',without,0,'o / w',without,0,'NN SYM POS',IN,1,1,typo-spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
This,'This decrease',0,This,'This decrease',0,DET,'DET POS',1,1,paraphrase
because,'due to the fact that',0,because,'due to the fact that',0,IN,'JJ TO DET NN POS',1,1,paraphrase
'w / o',without,0,'w / o',without,0,'NN SYM POS',IN,1,1,typo-spelling
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
'an This is encouraging sign','This gain is a good indication',0,'an This be encourage sign','This gain be a good indication',0,'DET DET VBZ JJ POS','DET NN VBZ DET JJ POS',1,0,paraphrase
'for seek to','seeking for',0,'for seek to','seek for',0,'IN VB PPR','VBG POS',0,1,paraphrase
exploit,develop,0,exploit,develop,0,VB,VB,1,1,paraphrase
are,'is provided',0,be,'be provide',0,VBP,'VBZ PPR',0,0,paraphrase
the,?,0,the,?,0,DET,?,0,0,unaligned
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
violating,'that violate',0,violate,'that violate',0,VBG,'IN PPR',1,1,paraphrase
'For instance','is an instance of this violation',0,'For instance','be an instance of this violation',0,'IN POS','VBZ DET NN IN DET POS',0,0,paraphrase
scheme,schemes,0,scheme,scheme,1,NN,NNS,1,0,bigrammar-nnum
right,correct,0,right,correct,0,NN,JJ,1,1,paraphrase
furture,future,0,furture,future,0,NN,JJ,1,1,typo-spelling
scheme,schemes,0,scheme,scheme,1,NN,NNS,1,0,bigrammar-nnum
'should be revised for','revision of would benefit',0,'should be revise for','revision of would benefit',0,'MD VB JJ POS','NN IN MD POS',0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'improve to','improving for',0,'improve to','improve for',0,'VB PPR','VBG POS',1,1,paraphrase
'was failed',failed,0,'be fail',fail,0,'VBD PPR',VBN,1,1,para-passact
confirmed,reconfirmed,0,confirm,reconfirm,0,VBN,NN,1,0,paraphrase
biologicaldomain,'biological domain',0,biologicaldomain,'biological domain',0,NN,'JJ POS',1,1,typo-spelling
with,?,0,with,?,0,IN,?,0,0,mogrammar-prep
subproblem,sub-problem,0,subproblem,sub-problem,0,NN,JJ,1,1,typo-spelling
thought,regarded,0,think,regard,0,NN,JJ,1,1,paraphrase
indeed,'in actuality',0,indeed,'in actuality',0,RB,'IN POS',1,0,paraphrase
'we did',done,0,'we do',do,0,'PRP PPR',VBN,1,1,paraphrase
'strategies of the','strategy employed',0,'strategy of the','strategy employ',0,'NNS IN POS','NN PPR',1,1,paraphrase
perspective,?,0,perspective,?,0,NN,?,0,0,unaligned
'we should revise the sake of for','revision of would aid in',0,'we should revise the sake of for','revision of would aid in',0,'PRP MD VB DET NN IN POS','NN IN MD NN POS',1,1,paraphrase
'As the for future','For future opportunities',0,'As the for future','For future opportunity',0,'IN DET IN PPR','IN JJ POS',1,1,paraphrase
'learning machine',machine-learning,0,'learn machine',machine-learning,0,'VBG POS',JJ,1,1,typo-spelling
'has made','due in part to become have',0,'have make','due in part to become have',0,'VBZ PPR','JJ IN NN TO VBN PPR',0,0,para-freeword
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,for,0,of,for,0,IN,IN,1,0,bigrammar-prep
',',', which is',0,',',', which be',0,PPR,'PPC WDT PPR',1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
so,thus,0,so,thus,0,RB,RB,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
true,'the case',0,true,'the case',0,JJ,'DET POS',1,1,paraphrase
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
'no exists','a does not exist',0,'no exist','a do not exist',0,'DET PPR','DET VBZ RB PPR',1,1,paraphrase
'annotations detected','that annotations were detected',0,'annotation detect','that annotation be detect',0,'NNS PPR','IN NNS VBD PPR',1,1,paraphrase
could,'are able to',0,could,'be able to',0,MD,'VBP JJ PPR',1,1,paraphrase
',',', which are',0,',',', which be',0,PPR,'PPC WDT POS',1,1,paraphrase
To,'In order to',0,To,'In order to',0,TO,'IN NN PPR',1,1,paraphrase
?,by,0,?,by,0,?,IN,0,0,mogrammar-prep
performance,score,0,performance,score,0,NN,NN,1,1,paraphrase
',',', which reported',0,',',', which report',0,PPR,'PPC WDT PPR',1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
for,'to explain',0,for,'to explain',0,IN,'TO PPR',1,1,paraphrase
this,'this outcome',0,this,'this outcome',0,DET,'DET POS',0,1,paraphrase
First,?,0,First,?,0,NNP,?,0,0,unaligned
'is not good enough to build a good a parser','One for this outcome is reason',0,'be not good enough to build a good a parser','One for this outcome be reason',0,'VBZ RB JJ RB TO VB DET JJ DET POS','CD IN DET NN VBZ POS',0,0,paraphrase
',',?,0,',',?,0,PPR,?,0,0,unaligned
'Second is a diffcult problem by its own','second The reason is the difficulty of',0,'Second be a diffcult problem by it own','second The reason be the difficulty of',0,'JJ VBZ DET NN NN IN PRPS PPR','JJ DET NN VBZ DET NN POS',1,0,paraphrase
and,?,0,and,?,0,CC,?,0,0,unaligned
to,'to address',0,to,'to address',0,TO,'TO POS',1,0,paraphrase
the,this,0,the,this,0,DET,DET,0,1,bigrammar-det
'word the segmentation issues','word segmentation the',0,'word the segmentation issue','word segmentation the',0,'NN DET NN POS','NN NN POS',1,0,paraphrase
'is word','are words',0,'be word','be word',1,'VBZ POS','VBP POS',1,1,bigrammar-inter
'What are',?,0,'What be',?,0,'WP POS',?,0,0,unaligned
'the first that problem a treebank has to solve','the step first',0,'the first that problem a treebank have to solve','the step first',0,'DET JJ IN NN DET NN VBZ TO PPR','DET NN PPR',1,1,paraphrase
'answering this question','defining words',0,'answer this question','define word',0,'NN DET POS','JJ POS',1,0,paraphrase
where,'for which',0,where,'for which',0,WRB,'IN POS',1,1,paraphrase
'to split not','instead of splitting',0,'to split not','instead of split',0,'TO NN PPR','RB IN POS',1,1,paraphrase
than,'rather than',0,than,'rather than',0,IN,'RB POS',0,1,paraphrase
'out of the focus','outside of the scope',0,'out of the focus','outside of the scope',0,'IN IN DET POS','JJ IN DET POS',1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
some,?,0,some,?,0,DET,?,0,0,unaligned
diffcuties,challenges,0,diffcuties,challenge,0,NNS,NNS,0,0,paraphrase
