@relation csv-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last

@attribute s_str {proved,in,splitted,of,best,have,are,inconsistency,clasifier,affxes,shown,diffculties,spe-cial,effcient,on,cope,largescale,for,which,grouping,match,select,demonstrate,important,it,Since,is,to,detected,since,video,ones,While,sifted,towards,under,works,way,three-fold,employ,improvement,the,',',occurrence,remaining,details,employed,histograms,represents,cluster,includes,expensive,etl,modelled,than,use,create,uses,a,was,individual,one,evaluating,reasons,offline,videos,appearance,results,state-ofthe-art,propose,demonstrated,performances,with,liminations,Firstly,pair-wise,Secondly,make,appear,together,character,occurences,loss,overlighting,contain,indetify,measures,indicates,consicutive,faces,an,inside,case,prevent,that,through,process,limits,motivate,archiving,its,require,called,sub-sampled,N,outliers,these,our,shows,by,problem,at,re-group,Thus,However,fully,reported,property,face,this,trade-o_,overly,prepare,extract,automatic,millions,ten,less,number,transform,compare,non-parametric,better,separatable,selecting,from,query,as,following,76.54,gap,those,during,also,biological,theirs,afterwards,costs,separated,second,suggest,and,take,'\%',perform,contributions,3-fold,presented,bypass,Thirdly,retreival,faciliate,database,introduces,matched,introduce,intial,opmization,promissing,needs,because,expected,higher,supports,but,over,other,contains,sufficient,aim,firstly,simultanously,their,set,doubled,construct,compute,4,oversegmenting,region,Finding,Grouping,Formulating,processs,spaces,So,repsented,histgoram,constrainted,denotes,paring,continue,nodes,orginal,satisfy,hierarcy,hierchical,hitogram,hierarchical,exists,recommendations,hit,.,good,recommendation,system,should,accurately,provide,such,users,all,introduced,some,evaluate,introducing,annotation,existed,determined,precisely,used,apply,performance,procedure,evaluation,Different-of-Gaussian(,DoG,),interest,points,image,any,helps,portion,channel,created,do,build,highly,overlap,applied,averaged,numbers,well,we,successfully,takes,We,observed,consists,much,influence,obtain,hight,improves,It,brings,81,'.97\\',;,meanwhile,average,rank,first,drops,2,.27,1,.78,worth,noting,keeping,inreasing,'\\MATH',may,not,always,give,precision,relies,only,robustness,comparision,techniques,Recommend-Me,cannot,around,'20\\',initial,images,due,fact,technique,deal,significant,variations,items,Figure,5(,b,another,circumstance,when,increase,decline,efficiency,This,branch-and-bound,algorithm,has,visit,more,parts,total,search,space,order,find,extra,local,evaluations,still,performs,3,times,faster,exhaustive,practical,applications,Its,superiority,'\\REF',presents,examples,returned,named,visual,suggestion,In,paper,new,Given,retrieved,imposes,how,frequent,Such,support,rapidly,refine,or,explore,An,efficient,solution,To,knowledge,attempt,targeted,scheme,toward}
@attribute t_str {proven,for,the,The,split,best-performing,achieved,performed,inconsistencies,classifier,affixes,provided,difficulties,special,efficient,in,deal,to,large-scale,of,that,group,matching,selects,a,show,relevant,this,from,Because,are,found,because,videos,appearances,Whereas,shifted,toward,with,approaches,ways,threefold,use,improvement,and,occurrences,remainder,detail,used,histogram,represented,clustered,include,high,et,modeled,was,then,created,is,individuals,each,evaluate,considerations,off-line,video,result,state-of-the-art,proposed,shown,performance,restrictions,First,pairwise,Second,causes,occur,simultaneously,characters,lost,over-lighting,on,containing,identify,measure,indicating,consecutive,face,within,cases,into,prevents,so,over,processes,limit,motivates,achieving,required,call,subsampled,',',N,outlier,problems,regrouping,Nevertheless,full,featured,characteristic,faces,trade-off,overly,prepared,extracts,automated,million,10,smaller,numbers,transforms,compared,nonparametric,onto,more,separable,choosing,queries,follows,76.54,difference,character,also,biological,as,uses,upward,cost,divided,seconds,query,suggests,takes,'\%',contribution,present,these,overcome,Third,retrieval,facilitate,databases,shows,describe,initial,optimization,promising,need,studies,their,envisioned,larger,helps,besides,an,sufficiently,aims,first,work,sets,doubles,constructing,computing,four,over-segmenting,regions,Find,Group,Formulate,A,process,space,Thus,constrained,denote,being,indicate,pairing,get,up,repeat,node,original,satisfies,by,hierarchy,hierarchical,recommendations,hit,.,good,recommendation,system,should,accurately,provide,such,users,'\"',them,number,evaluated,pesenting,annotations,existin,will,or,not,half,search,computed,evaluations,//,<,size,all,possible,region,pairs,unclear,me,Do,you,mean,average,sizes,>,taken,be,were,employed,Different-of-Gaussian,DoG,),using,(,interest,points,image,any,helped,channels,did,built,nearly,overlapped,applied,averages,make,take,consisted,may,very,influenced,obtain,can,improving,Thisgives,81,'.97\\',;,meanwhile,rank,drops,2,.27,1,.78,It,worth,noting,keeping,increasing,'\\MATH',always,give,better,precision,since,relies,only,but,robustness,comparison,techniques,Recommend-Me,cannot,around,'20\\',images,due,fact,our,technique,significant,variations,items,Figure,5(,b,another,circumstance,when,we,increase,decline,efficiency,This,branch-and-bound,algorithm,has,visit,parts,total,order,find,extra,local,However,still,three,times,faster,than,exhaustive,important,practical,applications,advantage,'\\REF',presents,examples,returned,byRecommend-Me,We,named,visual,suggestions,described,oursystem,making,Given,retrieved,database,gives,impose,which,how,frequent,appear,conditions,Such,help,select,rapidly,refine,explore,An,solution,presented,To,best,knowledge,attempt,targeted,suggestion,scheme,at,developing}
@attribute st_samestr_binarized {0,1}
@attribute s_stem {prove,in,splitted,of,good,have,be,inconsistency,clasifier,affxes,show,diffculties,spe-cial,effcient,on,cope,largescale,for,which,group,match,select,demonstrate,important,it,Since,to,detect,since,video,one,While,sift,towards,under,work,way,three-fold,employ,improvement,the,',',occurrence,remain,detail,histogram,represent,cluster,include,expensive,etl,model,than,use,create,a,individual,evaluate,reason,offline,appearance,result,state-ofthe-art,propose,performance,with,liminations,Firstly,pair-wise,Secondly,make,appear,together,character,occurences,loss,overlighting,contain,indetify,measure,indicate,consicutive,face,an,inside,case,prevent,that,through,process,limit,motivate,archive,require,call,sub-sampled,N,outlier,these,our,by,problem,at,re-group,Thus,However,fully,report,property,this,trade-o_,overly,prepare,extract,automatic,million,ten,le,number,transform,compare,non-parametric,separatable,from,query,as,follow,76.54,gap,those,during,also,biological,theirs,afterwards,cost,separate,second,suggest,and,take,'\%',perform,contribution,3-fold,present,bypass,Thirdly,retreival,faciliate,database,introduce,intial,opmization,promissing,need,because,expect,higher,support,but,over,other,sufficient,aim,firstly,simultanously,their,set,double,construct,compute,4,oversegmenting,region,Finding,Grouping,Formulating,space,So,repsented,histgoram,constrainted,denote,pare,continue,nod,orginal,satisfy,hierarcy,hierchical,hitogram,hierarchical,exist,recommendation,hit,.,system,should,accurately,provide,such,user,all,some,annotation,determine,precisely,apply,procedure,evaluation,Different-of-Gaussian(,DoG,),interest,point,image,any,help,portion,channel,do,build,highly,overlap,average,well,we,successfully,We,observe,consist,much,influence,obtain,hight,improve,It,bring,81,'.97\\',;,meanwhile,rank,first,drop,2,.27,1,.78,worth,note,keep,inreasing,'\\MATH',may,not,always,give,precision,rely,only,robustness,comparision,technique,Recommend-Me,cannot,around,'20\\',initial,due,fact,deal,significant,variation,item,Figure,5(,b,another,circumstance,when,increase,decline,efficiency,This,branch-and-bound,algorithm,visit,more,part,total,search,order,find,extra,local,still,3,time,fast,exhaustive,practical,application,Its,superiority,'\\REF',example,return,name,visual,suggestion,In,paper,new,Given,retrieve,impose,how,frequent,Such,rapidly,refine,or,explore,An,efficient,solution,To,knowledge,attempt,target,scheme,toward}
@attribute t_stem {prove,for,the,The,split,best-performing,achieve,perform,inconsistency,classifier,affix,provide,difficulty,special,efficient,in,deal,to,large-scale,of,that,group,match,select,a,show,relevant,this,from,Because,be,find,because,video,appearance,Whereas,shift,toward,with,approach,ways,threefold,use,improvement,and,occurrence,remainder,detail,histogram,represent,cluster,include,high,et,model,then,create,individual,each,evaluate,consideration,off-line,result,state-of-the-art,propose,performance,restriction,First,pairwise,Second,cause,occur,simultaneously,character,lose,over-lighting,on,contain,identify,measure,indicate,consecutive,face,within,case,into,prevent,so,over,process,limit,motivate,require,call,subsampled,',',N,outlier,problem,regroup,Nevertheless,full,feature,characteristic,trade-off,overly,prepare,extract,automate,million,10,smaller,number,transform,compare,nonparametric,onto,more,separable,choose,query,follow,76.54,difference,also,biological,as,upward,cost,divide,second,suggest,take,'\%',contribution,present,these,overcome,Third,retrieval,facilitate,database,describe,initial,optimization,promise,need,study,their,envision,larger,help,besides,an,sufficiently,aim,first,work,set,double,construct,compute,four,over-segmenting,region,Find,Group,Formulate,A,space,Thus,constrain,denote,pair,get,up,repeat,node,original,satisfy,by,hierarchy,hierarchical,recommendation,hit,.,good,system,should,accurately,such,user,'\"',them,pesenting,annotation,existin,will,or,not,half,search,evaluation,//,<,size,all,possible,unclear,me,Do,you,mean,average,>,employ,Different-of-Gaussian,DoG,),(,interest,point,image,any,channel,do,build,nearly,overlap,apply,make,consist,may,very,influence,obtain,can,improve,Thisgives,81,'.97\\',;,meanwhile,rank,drop,2,.27,1,.78,It,worth,note,keep,increase,'\\MATH',always,give,precision,since,rely,only,but,robustness,comparison,technique,Recommend-Me,cannot,around,'20\\',due,fact,our,significant,variation,item,Figure,5(,b,another,circumstance,when,we,decline,efficiency,This,branch-and-bound,algorithm,have,visit,part,total,order,extra,local,However,still,three,time,fast,than,exhaustive,important,practical,application,advantage,'\\REF',example,return,byRecommend-Me,We,name,visual,suggestion,oursystem,Given,retrieve,impose,which,how,frequent,appear,condition,Such,rapidly,refine,explore,An,solution,To,knowledge,attempt,target,scheme,at,develop}
@attribute st_samestem_binarized {0,1}
@attribute s_pos {VBN,IN,NN,RB,VB,VBP,NNS,JJ,WDT,VBG,PRP,VBZ,TO,DET,PPR,VBD,CD,NNP,PRPS,CC,POS,JJR,PP,MD,LRB,RRB,PPS,WRB,RBR}
@attribute t_pos {JJ,IN,DET,NN,VBN,NNS,TO,VBZ,VBP,RB,CC,VB,NNP,VBD,VBG,PPR,CD,JJR,POS,PRPS,PP,MD,PRP,SYM,sym>,RRB,LRB,PPS,WRB,RBR,WDT}
@attribute st_precede_binarized {0,1}
@attribute st_follow_binarized {0,1}
@attribute class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo-spelling,duplicate,wa}

@data
is,was,0,be,be,1,VBZ,VBD,1,1,wa
any,any,1,any,any,1,DET,DET,1,0,wa
.,.,1,.,.,1,PP,PP,1,1,wa
?,of,0,?,of,0,?,IN,0,0,wa
?,the,0,?,the,0,?,DET,0,0,wa
helps,helped,0,help,help,1,VBZ,VBN,1,1,bigrammar-vtense
recommendation,recommendations,0,recommendation,recommendation,1,NN,NNS,0,1,wa
.,.,1,.,.,1,PP,PP,0,1,wa
a,?,0,a,?,0,DET,?,0,0,wa
portion,?,0,portion,?,0,NN,?,0,0,wa
of,?,0,of,?,0,IN,?,0,0,wa
for,?,0,for,?,0,IN,?,0,0,wa
?,.,0,?,.,0,?,PP,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,from,0,?,from,0,?,IN,0,0,wa
?,the,0,?,the,0,?,DET,0,0,wa
use,used,0,use,use,1,NN,VBN,1,1,bigrammar-vtense
channel,channels,0,channel,channel,1,NN,NNS,1,1,bigrammar-others
?,first,0,?,first,0,?,JJ,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'\%','\%',1,'\%','\%',1,POS,POS,1,0,wa
.,.,1,.,.,1,PP,PP,1,1,wa
which,?,0,which,?,0,WDT,?,0,0,wa
are,?,0,be,?,0,VBP,?,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,of,0,?,of,0,?,IN,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,wa
is,was,0,be,be,1,VBZ,VBD,1,1,wa
created,created,1,create,create,1,VBN,VBN,0,1,wa
do,did,0,do,do,1,VB,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
.,.,1,.,.,1,PP,PP,1,1,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
build,built,0,build,build,1,VB,VBN,1,1,bigrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
highly,nearly,0,highly,nearly,0,RB,RB,1,0,paraphrase
overlap,overlapped,0,overlap,overlap,1,VB,NN,0,1,bigrammar-vtense
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,wa
applied,applied,1,apply,apply,1,VBN,VBN,1,1,wa
?,The,0,?,The,0,?,DET,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
our,?,0,our,?,0,PRPS,?,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,wa
averaged,averages,0,average,average,1,VBN,NNS,1,0,wa
.,.,1,.,.,1,PP,PP,1,1,wa
numbers,?,0,number,?,0,NNS,?,0,0,wa
of,?,0,of,?,0,IN,?,0,0,unaligned
as,?,0,as,?,0,IN,?,0,0,wa
well,?,0,well,?,0,RB,?,0,0,wa
as,?,0,as,?,0,IN,?,0,0,wa
as,?,0,as,?,0,IN,?,0,0,wa
we,?,0,we,?,0,PRP,?,0,0,wa
perform,?,0,perform,?,0,VB,?,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
?,and,0,?,and,0,?,CC,0,0,wa
?,of,0,?,of,0,?,IN,0,0,wa
.,.,1,.,.,1,PP,PP,1,1,wa
successfully,?,0,successfully,?,0,RB,?,0,0,wa
introduce,?,0,introduce,?,0,VB,?,0,0,wa
?,make,0,?,make,0,?,VB,0,0,wa
recommendation,recommendations,0,recommendation,recommendation,1,NN,NNS,1,1,wa
takes,take,0,take,take,1,VBZ,VB,1,1,wa
a,?,0,a,?,0,DET,?,0,0,wa
are,were,0,be,be,1,VBP,VBD,0,1,bigrammar-vtense
recommendations,recommendation,0,recommendation,recommendation,1,NNS,NN,1,0,bigrammar-others
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
We,?,0,We,?,0,PRP,?,0,0,wa
observed,?,0,observe,?,0,JJ,?,0,0,wa
that,?,0,that,?,0,IN,?,0,0,wa
consists,consisted,0,consist,consist,1,VBZ,VBN,1,0,bigrammar-vtense
),),1,),),1,RRB,RRB,1,0,wa
.,.,1,.,.,1,PP,PP,1,1,wa
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,',',0,?,',',0,?,PPR,0,0,wa
annotation,annotations,0,annotation,annotation,1,NN,NNS,1,1,bigrammar-others
is,?,0,be,?,0,VBZ,?,0,0,wa
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
?,was,0,?,be,0,?,VBD,0,0,wa
?,',',0,?,',',0,?,PPR,0,0,wa
are,may,0,be,may,0,VBP,MD,1,1,wa
much,very,0,much,very,0,RB,RB,0,1,wa
?,be,0,?,be,0,?,VB,0,0,wa
influence,influenced,0,influence,influence,1,NN,VBN,0,0,wa
of,by,0,of,by,0,IN,IN,0,1,wa
under,?,0,under,?,0,IN,?,0,0,wa
the,?,0,the,?,0,DET,?,0,0,wa
obtain,obtain,1,obtain,obtain,1,VB,VB,0,1,wa
sufficient,sufficiently,0,sufficient,sufficiently,0,JJ,RB,1,0,bigrammar-wform
hight,high,0,hight,high,0,NN,JJ,0,1,typo-spelling
?,can,0,?,can,0,?,MD,0,0,wa
improves,improving,0,improve,improve,1,VBZ,VBG,1,0,bigrammar-wform
the,the,1,the,the,1,DET,DET,0,0,wa
It,?,0,It,?,0,PRP,?,0,0,wa
brings,?,0,bring,?,0,VBZ,?,0,0,wa
?,Thisgives,0,?,Thisgives,0,?,NNP,0,0,wa
also,are,0,also,be,0,RB,VBP,0,1,wa
of,?,0,of,?,0,IN,?,0,0,wa
?,in,0,?,in,0,?,IN,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
81,81,1,81,81,1,CD,CD,1,1,preserved
'.97\\','.97\\',1,'.97\\','.97\\',1,NNP,NNP,1,1,preserved
'\%','\%',1,'\%','\%',1,POS,POS,1,1,preserved
;,;,1,;,;,1,PPS,PPS,1,1,preserved
meanwhile,meanwhile,1,meanwhile,meanwhile,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
average,average,1,average,average,1,JJ,JJ,1,1,preserved
rank,rank,1,rank,rank,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
first,first,1,first,first,1,JJ,JJ,1,1,preserved
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendation,recommendation,1,recommendation,recommendation,1,NN,NN,1,1,preserved
drops,drops,1,drop,drop,1,NNS,NNS,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
.27,.27,1,.27,.27,1,CD,CD,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
1,1,1,1,1,1,CD,CD,1,1,preserved
.78,.78,1,.78,.78,1,CD,CD,1,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
also,?,0,also,?,0,RB,?,0,0,wa
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
worth,worth,1,worth,worth,1,JJ,JJ,1,1,preserved
noting,noting,1,note,note,1,VBG,VBG,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
keeping,keeping,1,keep,keep,1,VBG,VBG,1,0,preserved
inreasing,increasing,0,inreasing,increase,0,VBG,VBG,1,1,typo-spelling
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,0,1,preserved
may,may,1,may,may,1,MD,MD,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
always,always,1,always,always,1,RB,RB,1,1,preserved
give,give,1,give,give,1,VB,VB,1,1,preserved
better,better,1,good,good,1,RB,RB,1,1,preserved
precision,precision,1,precision,precision,1,NN,NN,1,0,preserved
since,since,1,since,since,1,IN,IN,0,1,preserved
precision,precision,1,precision,precision,1,NN,NN,1,1,preserved
relies,relies,1,rely,rely,1,VBZ,VBZ,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
only,only,1,only,only,1,RB,RB,1,1,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,preserved
but,but,1,but,but,1,CC,CC,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
robustness,robustness,1,robustness,robustness,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
region,region,1,region,region,1,NN,NN,1,0,preserved
comparision,comparison,0,comparision,comparison,0,NN,NN,1,1,typo-spelling
techniques,techniques,1,technique,technique,1,NNS,NNS,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,',',0,?,',',0,?,PPR,0,0,wa
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
cannot,cannot,1,cannot,cannot,1,NN,NN,1,1,preserved
provide,provide,1,provide,provide,1,VB,VB,1,1,preserved
any,any,1,any,any,1,DET,DET,1,1,preserved
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendation,recommendation,1,recommendation,recommendation,1,NN,NN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
around,around,1,around,around,1,IN,IN,1,1,preserved
'20\\','20\\',1,'20\\','20\\',1,NNP,NNP,1,1,preserved
'\%','\%',1,'\%','\%',1,POS,POS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,0,wa
initial,initial,1,initial,initial,1,JJ,JJ,0,1,preserved
query,query,1,query,query,1,NN,NN,1,1,preserved
images,images,1,image,image,1,NNS,NNS,1,1,preserved
due,due,1,due,due,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
fact,fact,1,fact,fact,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
region,region,1,region,region,1,NN,NN,1,0,typo-spelling
comparision,comparison,0,comparision,comparison,0,NN,NN,1,1,preserved
technique,technique,1,technique,technique,1,NN,NN,0,1,preserved
cannot,cannot,1,cannot,cannot,1,NN,NN,1,1,preserved
deal,deal,1,deal,deal,1,NN,NN,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
significant,significant,1,significant,significant,1,JJ,JJ,1,1,preserved
variations,variations,1,variation,variation,1,NNS,NNS,1,0,bigrammar-prep
of,the,0,of,the,0,IN,DET,0,1,preserved
items,items,1,item,item,1,NNS,NNS,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,wa
?,the,0,?,the,0,?,DET,0,0,wa
?,in,0,?,in,0,?,IN,0,0,mogrammar-det
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
5(,5(,1,5(,5(,1,LRB,LRB,1,1,preserved
b,b,1,b,b,1,NN,NN,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
another,another,1,another,another,1,DET,DET,1,1,preserved
circumstance,circumstance,1,circumstance,circumstance,1,NN,NN,1,1,preserved
when,when,1,when,when,1,WRB,WRB,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
increase,increase,1,increase,increase,1,NN,NN,1,1,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
decline,decline,1,decline,decline,1,NN,NN,1,0,preserved
efficiency,efficiency,1,efficiency,efficiency,1,NN,NN,0,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
of,?,0,of,?,0,IN,?,0,0,wa
?,in,0,?,in,0,?,IN,0,0,wa
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
This,This,1,This,This,1,DET,DET,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
because,because,1,because,because,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
branch-and-bound,branch-and-bound,1,branch-and-bound,branch-and-bound,1,JJ,JJ,1,1,preserved
algorithm,algorithm,1,algorithm,algorithm,1,NN,NN,1,1,preserved
has,has,1,have,have,1,VBZ,VBZ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
visit,visit,1,visit,visit,1,NN,NN,1,1,preserved
more,more,1,more,more,1,JJR,JJR,1,1,preserved
parts,parts,1,part,part,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
total,total,1,total,total,1,JJ,JJ,1,1,preserved
search,search,1,search,search,1,NN,NN,1,1,preserved
space,space,1,space,space,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
order,order,1,order,order,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
find,find,1,find,find,1,VB,VB,1,1,preserved
extra,extra,1,extra,extra,1,JJ,JJ,1,1,preserved
local,local,1,local,local,1,JJ,JJ,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
However,However,1,However,However,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
all,all,1,all,all,1,DET,DET,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
evaluations,evaluations,1,evaluation,evaluation,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
still,still,1,still,still,1,RB,RB,1,0,preserved
performs,performed,0,perform,perform,1,VBZ,VBN,1,1,bigrammar-vtense
around,around,1,around,around,1,IN,IN,0,0,preserved
3,three,0,3,three,0,CD,CD,1,1,typo-spelling
times,times,1,time,time,1,NNS,NNS,0,1,preserved
faster,faster,1,fast,fast,1,RBR,RBR,1,1,preserved
than,than,1,than,than,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
exhaustive,exhaustive,1,exhaustive,exhaustive,1,JJ,JJ,1,1,preserved
search,search,1,search,search,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
important,important,1,important,important,1,JJ,JJ,0,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
practical,practical,1,practical,practical,1,JJ,JJ,1,1,preserved
applications,applications,1,application,application,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Its,?,0,Its,?,0,PRPS,?,0,0,wa
superiority,?,0,superiority,?,0,NN,?,0,0,wa
is,?,0,be,?,0,VBZ,?,0,0,wa
?,This,0,?,This,0,?,DET,0,0,wa
?,advantage,0,?,advantage,0,?,NN,0,0,wa
?,will,0,?,will,0,?,MD,0,0,wa
?,be,0,?,be,0,?,VB,0,0,wa
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
'\\REF','\\REF',1,'\\REF','\\REF',1,NNP,NNP,1,1,preserved
presents,presents,1,present,present,1,NNS,NNS,1,1,preserved
examples,examples,1,example,example,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendations,recommendations,1,recommendation,recommendation,1,NNS,NNS,1,1,preserved
returned,returned,1,return,return,1,VBN,VBN,1,0,preserved
Recommend-Me,byRecommend-Me,0,Recommend-Me,byRecommend-Me,0,JJ,JJ,0,1,wa
.,.,1,.,.,1,PP,PP,0,1,preserved
by,?,0,by,?,0,IN,?,0,0,wa
our,?,0,our,?,0,PRPS,?,0,0,wa
we,We,0,we,We,0,PRP,PRP,0,0,preserved
',',',',1,',',',',1,PPR,PPR,0,1,wa
named,named,1,name,name,1,VBN,VBN,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,wa
for,for,1,for,for,1,IN,IN,1,0,preserved
visual,visual,1,visual,visual,1,JJ,JJ,0,1,preserved
query,query,1,query,query,1,NN,NN,1,0,preserved
suggestion,suggestions,0,suggestion,suggestion,1,NN,NNS,1,1,bigrammar-others
.,.,1,.,.,1,PP,PP,0,1,wa
In,?,0,In,?,0,IN,?,0,0,wa
this,?,0,this,?,0,DET,?,0,0,wa
paper,?,0,paper,?,0,NN,?,0,0,wa
',',?,0,',',?,0,PPR,?,0,0,wa
introduced,?,0,introduce,?,0,VBN,?,0,0,wa
a,?,0,a,?,0,DET,?,0,0,wa
new,?,0,new,?,0,JJ,?,0,0,wa
system,?,0,system,?,0,NN,?,0,0,wa
?,described,0,?,describe,0,?,VBN,0,0,wa
?,oursystem,0,?,oursystem,0,?,NN,0,0,wa
?,making,0,?,make,0,?,VBG,0,0,wa
Given,Given,1,Given,Given,1,VBN,VBN,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
initial,initial,1,initial,initial,1,JJ,JJ,1,1,preserved
