@relation csv-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last

@attribute s_str {splitted,whole,given,of,affxes,inconsistency,presents,fruitful,ways,hypen,segmenation,proved,in,best,have,are,clasifier,shown,diffculties,spe-cial,effcient,on,cope,largescale,for,which,grouping,match,select,important,it,Since,is,to,since,video,ones,While,sifted,towards,under,works,way,employ,the,occurrence,remaining,details,employed,histograms,represents,cluster,etl,modelled,than,use,create,uses,a,was,individual,one,evaluating,offline,videos,results,propose,with,pair-wise,Secondly,make,appear,together,character,occurences,loss,overlighting,contain,indetify,measures,faces,an,inside,case,prevent,that,through,process,expensive,limits,motivate,its,require,sub-sampled,these,our,shows,by,problem,at,re-group,However,fully,reported,property,face,this,prepare,extract,millions,ten,less,number,transform,compare,non-parametric,better,separatable,selecting,gap,Firstly,those,theirs,afterwards,costs,separated,suggest,perform,contributions,3-fold,presented,bypass,faciliate,database,introduces,matched,introduce,intial,opmization,promissing,needs,because,expected,higher,supports,over,contains,sufficient,aim,firstly,simultanously,their,set,doubled,construct,compute,4,oversegmenting,region,Finding,Grouping,Formulating,processs,spaces,So,repsented,histgoram,constrainted,denotes,continue,nodes,orginal,satisfy,hierarcy,peformed,hierchical,then,hitogram,At,show,illustration,hierarchical,',',exists,as,Thus,some,evaluate,recommendation,introducing,annotation,indicates,existed,determined,precisely,apply,take,procedure,evaluation,portion,channel,we,used,two,color,channels,RGB,and,Hue,regions,generated,can,cover,99,'.72\\','\%',area,annotated,item,dataset,.,created,In,addition,rectangular,do,not,any,visual,word,or,smaller,40,x,pixels,discarded,they,form,meaningful,build,highly,overlap,applied,averaged,numbers,well,The,Recommend-Me,hit,recommendations,users,high,precision,(,approximately,80,'.27\\',),successfully,takes,We,observed,first,type,consists,background,e.g,trees,buildings,roads,easily,found,many,images,much,influence,obtain,hight,improves,It,brings,also,Figure,5(,demonstrates,circumstance,When,'\\MATH',increases,from,2000,10000,74,'.67\\',81,'.97\\',;,meanwhile,average,rank,drops,2,.27,1,.78,worth,noting,keeping,inreasing,may,always,give,relies,only,but,robustness,comparision,techniques,cannot,provide,around,'20\\',initial,query,due,fact,technique,deal,significant,variations,items,b,another,when,increase,decline,efficiency,improvement,This,branch-and-bound,algorithm,has,visit,more,parts,total,search,space,order,find,extra,local,all,evaluations,still,performs,3,times,faster,exhaustive,practical,applications,Its,superiority,'\\REF',examples,returned,named,suggestion,paper,introduced,new,system,Given,image,retrieved,imposes,how,frequent,Such,support,rapidly,refine,explore,An,efficient,solution,To,knowledge,attempt,targeted,scheme,toward}
@attribute t_str {split,overall,provided,of,for,by,affixes,inconsistencies,present,successful,methods,the,hyphen,segmentation,proven,The,best-performing,achieved,performed,classifier,difficulties,special,efficient,in,deal,to,large-scale,that,group,matching,selects,a,relevant,this,from,Because,are,because,videos,appearances,Whereas,shifted,toward,with,approaches,ways,use,and,occurrences,remainder,detail,used,histogram,represented,clustered,et,modeled,was,then,created,is,individuals,each,evaluate,off-line,video,result,proposed,pairwise,Second,causes,occur,simultaneously,characters,lost,over-lighting,on,containing,identify,measure,face,within,cases,into,prevents,so,over,processes,high,limit,motivates,required,subsampled,show,problems,regrouping,Nevertheless,full,featured,characteristic,faces,prepared,extracts,million,10,smaller,numbers,transforms,compared,nonparametric,onto,more,separable,choosing,difference,First,uses,upward,cost,divided,suggests,contribution,threefold,these,overcome,facilitate,databases,shows,describe,initial,optimization,promising,need,studies,their,envisioned,larger,helps,an,sufficiently,aims,first,work,sets,doubles,constructing,computing,four,over-segmenting,regions,Find,Group,Formulate,A,process,space,Thus,constrained,denote,being,repeat,node,original,satisfies,guess,.,>,hierarchy,we,perform,hierarchical,illustratie,making,'\"',',',them,number,evaluated,recommendations,pesenting,annotations,indicating,existin,will,provide,or,not,computed,evaluations,//,<,size,all,possible,region,pairs,unclear,me,Do,you,mean,average,sizes,taken,be,were,employed,using,(,channels,two,color,RGB,Hue,since,generated,those,can,cover,99,'.72\\','\%',area,annotated,item,our,dataset,In,addition,rectangular,which,did,contain,any,visual,word,than,40,x,pixels,discarded,they,form,meaningful,recommendation,built,nearly,overlapped,applied,averages,results,Recommend-Me,hit,users,precision,approximately,80,'.27\\',),make,take,type,consisted,background,e.g,trees,buildings,roads,easily,found,many,images,may,very,influenced,obtain,improving,Thisgives,Figure,5(,demonstrates,circumstance,When,'\\MATH',increases,2000,10000,74,'.67\\',81,'.97\\',;,meanwhile,rank,drops,2,.27,1,.78,It,worth,noting,keeping,increasing,always,give,better,relies,only,but,also,robustness,comparison,techniques,cannot,around,'20\\',query,due,fact,technique,significant,variations,items,b,another,when,increase,decline,efficiency,improvement,This,branch-and-bound,algorithm,has,visit,parts,total,search,order,find,extra,local,However,still,three,times,faster,exhaustive,important,practical,applications,advantage,'\\REF',presents,examples,returned,byRecommend-Me,We,named,suggestions,described,oursystem,Given,image,retrieved,database,gives,impose,how,frequent,appear,conditions,Such,help,select,rapidly,refine,explore,An,solution,presented,To,best,knowledge,attempt,targeted,suggestion,scheme,at,developing}
@attribute st_samestr_binarized {0,1}
@attribute s_stem {splitted,whole,give,of,affxes,inconsistency,present,fruitful,ways,hypen,segmenation,prove,in,good,have,be,clasifier,show,diffculties,spe-cial,effcient,on,cope,largescale,for,which,group,match,select,important,it,Since,to,since,video,one,While,sift,towards,under,work,way,employ,the,occurrence,remain,detail,histogram,represent,cluster,etl,model,than,use,create,a,individual,evaluate,offline,result,propose,with,pair-wise,Secondly,make,appear,together,character,occurences,loss,overlighting,contain,indetify,measure,face,an,inside,case,prevent,that,through,process,expensive,limit,motivate,require,sub-sampled,these,our,by,problem,at,re-group,However,fully,report,property,this,prepare,extract,million,ten,le,number,transform,compare,non-parametric,separatable,gap,Firstly,those,theirs,afterwards,cost,separate,suggest,perform,contribution,3-fold,bypass,faciliate,database,introduce,intial,opmization,promissing,need,because,expect,higher,support,over,sufficient,aim,firstly,simultanously,their,set,double,construct,compute,4,oversegmenting,region,Finding,Grouping,Formulating,space,So,repsented,histgoram,constrainted,denote,continue,nod,orginal,satisfy,hierarcy,peformed,hierchical,then,hitogram,At,illustration,hierarchical,',',exist,as,Thus,some,recommendation,annotation,indicate,determine,precisely,apply,take,procedure,evaluation,portion,channel,we,two,color,RGB,and,Hue,generate,can,cover,99,'.72\\','\%',area,annotate,item,dataset,.,In,addition,rectangular,do,not,any,visual,word,or,smaller,40,x,pixel,discard,they,form,meaningful,build,highly,overlap,average,well,The,Recommend-Me,hit,user,high,precision,(,approximately,80,'.27\\',),successfully,We,observe,first,type,consist,background,e.g,tree,roads,easily,find,many,image,much,influence,obtain,hight,improve,It,bring,also,Figure,5(,demonstrate,circumstance,When,'\\MATH',increase,from,2000,10000,74,'.67\\',81,'.97\\',;,meanwhile,rank,drop,2,.27,1,.78,worth,note,keep,inreasing,may,always,rely,only,but,robustness,comparision,technique,cannot,provide,around,'20\\',initial,query,due,fact,deal,significant,variation,b,another,when,decline,efficiency,improvement,This,branch-and-bound,algorithm,visit,more,part,total,search,order,extra,local,all,still,3,time,fast,exhaustive,practical,application,Its,superiority,'\\REF',example,return,name,suggestion,paper,new,system,Given,retrieve,impose,how,frequent,Such,rapidly,refine,explore,An,efficient,solution,To,knowledge,attempt,target,scheme,toward}
@attribute t_stem {split,overall,provide,of,for,by,affix,inconsistency,present,successful,method,the,hyphen,segmentation,prove,The,best-performing,achieve,perform,classifier,difficulty,special,efficient,in,deal,to,large-scale,that,group,match,select,a,relevant,this,from,Because,be,because,video,appearance,Whereas,shift,toward,with,approach,ways,use,and,occurrence,remainder,detail,histogram,represent,cluster,et,model,then,create,individual,each,evaluate,off-line,result,propose,pairwise,Second,cause,occur,simultaneously,character,lose,over-lighting,on,contain,identify,measure,face,within,case,into,prevent,so,over,process,high,limit,motivate,require,subsampled,show,problem,regroup,Nevertheless,full,feature,characteristic,prepare,extract,million,10,smaller,number,transform,compare,nonparametric,onto,more,separable,choose,difference,First,upward,cost,divide,suggest,contribution,threefold,these,overcome,facilitate,database,describe,initial,optimization,promise,need,study,their,envision,larger,help,an,sufficiently,aim,first,work,set,double,construct,compute,four,over-segmenting,region,Find,Group,Formulate,A,space,Thus,constrain,denote,repeat,node,original,satisfy,guess,.,>,hierarchy,we,hierarchical,illustratie,make,'\"',',',them,recommendation,pesenting,annotation,indicate,existin,will,or,not,evaluation,//,<,size,all,possible,pair,unclear,me,Do,you,mean,average,take,employ,(,channel,two,color,RGB,Hue,since,generate,those,can,cover,99,'.72\\','\%',area,annotate,item,our,dataset,In,addition,rectangular,which,do,any,visual,word,than,40,x,pixel,discard,they,form,meaningful,build,nearly,overlap,apply,Recommend-Me,hit,user,precision,approximately,80,'.27\\',),type,consist,background,e.g,tree,roads,easily,find,many,image,may,very,influence,obtain,improve,Thisgives,Figure,5(,demonstrate,circumstance,When,'\\MATH',increase,2000,10000,74,'.67\\',81,'.97\\',;,meanwhile,rank,drop,2,.27,1,.78,It,worth,note,keep,always,give,good,rely,only,but,also,robustness,comparison,technique,cannot,around,'20\\',query,due,fact,significant,variation,b,another,when,decline,efficiency,improvement,This,branch-and-bound,algorithm,have,visit,part,total,search,order,extra,local,However,still,three,time,fast,exhaustive,important,practical,application,advantage,'\\REF',example,return,byRecommend-Me,We,name,suggestion,oursystem,Given,retrieve,impose,how,frequent,appear,condition,Such,rapidly,refine,explore,An,solution,To,knowledge,attempt,target,scheme,at,develop}
@attribute st_samestem_binarized {0,1}
@attribute s_pos {NN,JJ,VBN,IN,NNS,RB,VB,VBP,WDT,VBG,PRP,VBZ,TO,DET,VBD,CD,PRPS,CC,NNP,JJR,PPR,MD,POS,PP,SYM,LRB,RRB,WRB,PPS,RBR}
@attribute t_pos {NN,JJ,VBN,IN,NNS,DET,TO,VBZ,VBP,CC,NNP,VBD,RB,VB,VBG,CD,JJR,PRPS,PP,SYM,PRP,PPR,MD,sym>,LRB,POS,WDT,RRB,WRB,PPS,RBR}
@attribute st_precede_binarized {0,1}
@attribute st_follow_binarized {0,1}
@attribute class {preserved,bigrammar-others,mogrammar-det,bigrammar-vtense,bigrammar-prep,paraphrase,bigrammar-inter,bigrammar-det,unaligned,mogrammar-prep,spelling,typo,bigrammar-wform,duplicate,wa}

@data
with,with,1,with,with,1,IN,IN,1,1,wa
high,high,1,high,high,1,JJ,JJ,1,1,wa
precision,precision,1,precision,precision,1,NN,NN,1,1,wa
(,(,1,(,(,1,LRB,LRB,1,1,wa
approximately,approximately,1,approximately,approximately,1,RB,RB,1,1,wa
80,80,1,80,80,1,CD,CD,1,1,wa
'.27\\','.27\\',1,'.27\\','.27\\',1,NNP,NNP,1,1,wa
'\%','\%',1,'\%','\%',1,POS,POS,1,1,wa
),),1,),),1,RRB,RRB,1,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
successfully,?,0,successfully,?,0,RB,?,0,0,unaligned
introduce,?,0,introduce,?,0,VB,?,0,0,unaligned
?,make,0,?,make,0,?,VB,0,0,unaligned
recommendation,recommendations,0,recommendation,recommendation,1,NN,NNS,1,1,wa
takes,take,0,take,take,1,VBZ,VB,1,1,wa
a,?,0,a,?,0,DET,?,0,0,unaligned
are,were,0,be,be,1,VBP,VBD,0,1,bigrammar-vtense
recommendations,recommendation,0,recommendation,recommendation,1,NNS,NN,1,0,bigrammar-others
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
We,?,0,We,?,0,PRP,?,0,0,unaligned
observed,?,0,observe,?,0,JJ,?,0,0,unaligned
that,?,0,that,?,0,IN,?,0,0,unaligned
The,The,1,The,The,1,DET,DET,1,1,wa
first,first,1,first,first,1,JJ,JJ,1,1,wa
type,type,1,type,type,1,NN,NN,1,0,wa
consists,consisted,0,consist,consist,1,VBZ,VBN,1,0,wa
background,background,1,background,background,1,NN,NN,0,1,wa
regions,regions,1,region,region,1,NNS,NNS,1,1,wa
(,(,1,(,(,1,LRB,LRB,1,1,wa
e.g,e.g,1,e.g,e.g,1,NN,NN,1,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
trees,trees,1,tree,tree,1,NNS,NNS,1,1,wa
',',',',1,',',',',1,PPR,PPR,1,1,wa
buildings,buildings,1,build,build,1,NNS,NNS,1,1,wa
',',',',1,',',',',1,PPR,PPR,1,1,wa
roads,roads,1,roads,roads,1,NNS,NNS,1,1,wa
),),1,),),1,RRB,RRB,1,0,wa
which,which,1,which,which,1,WDT,WDT,0,1,wa
are,are,1,be,be,1,VBP,VBP,1,1,wa
easily,easily,1,easily,easily,1,RB,RB,1,1,wa
found,found,1,find,find,1,VBN,VBN,1,1,wa
in,in,1,in,in,1,IN,IN,1,1,wa
many,many,1,many,many,1,JJ,JJ,1,1,wa
images,images,1,image,image,1,NNS,NNS,1,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
?,of,0,?,of,0,?,IN,0,0,unaligned
?,',',0,?,',',0,?,PPR,0,0,unaligned
annotation,annotations,0,annotation,annotation,1,NN,NNS,1,1,bigrammar-others
is,?,0,be,?,0,VBZ,?,0,0,unaligned
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
?,was,0,?,be,0,?,VBD,0,0,unaligned
?,',',0,?,',',0,?,PPR,0,0,unaligned
are,may,0,be,may,0,VBP,MD,1,1,wa
much,very,0,much,very,0,RB,RB,0,1,wa
?,be,0,?,be,0,?,VB,0,0,unaligned
influence,influenced,0,influence,influence,1,NN,VBN,0,0,wa
of,by,0,of,by,0,IN,IN,0,1,wa
under,?,0,under,?,0,IN,?,0,0,unaligned
the,?,0,the,?,0,DET,?,0,0,unaligned
obtain,obtain,1,obtain,obtain,1,VB,VB,0,1,wa
sufficient,sufficiently,0,sufficient,sufficiently,0,JJ,RB,1,0,bigrammar-wform
hight,high,0,hight,high,0,NN,JJ,0,1,typo
?,can,0,?,can,0,?,MD,0,0,unaligned
improves,improving,0,improve,improve,1,VBZ,VBG,1,0,bigrammar-wform
the,the,1,the,the,1,DET,DET,0,0,wa
It,?,0,It,?,0,PRP,?,0,0,unaligned
brings,?,0,bring,?,0,VBZ,?,0,0,unaligned
?,Thisgives,0,?,Thisgives,0,?,NNP,0,0,unaligned
also,are,0,also,be,0,RB,VBP,0,1,wa
.,.,1,.,.,1,PP,PP,1,1,preserved
of,?,0,of,?,0,IN,?,0,0,unaligned
?,in,0,?,in,0,?,IN,0,0,unaligned
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
5(,5(,1,5(,5(,1,LRB,LRB,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
demonstrates,demonstrates,1,demonstrate,demonstrate,1,VBZ,VBZ,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
circumstance,circumstance,1,circumstance,circumstance,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
When,When,1,When,When,1,WRB,WRB,1,1,wa
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,wa
increases,increases,1,increase,increase,1,NNS,NNS,1,1,wa
from,from,1,from,from,1,IN,IN,1,1,wa
2000,2000,1,2000,2000,1,CD,CD,1,1,wa
to,to,1,to,to,1,TO,TO,1,1,wa
10000,10000,1,10000,10000,1,CD,CD,1,1,wa
',',',',1,',',',',1,PPR,PPR,1,1,wa
the,the,1,the,the,1,DET,DET,1,1,wa
precision,precision,1,precision,precision,1,NN,NN,1,0,wa
increases,increases,1,increase,increase,1,NNS,NNS,0,1,wa
from,from,1,from,from,1,IN,IN,1,1,wa
74,74,1,74,74,1,CD,CD,1,1,wa
'.67\\','.67\\',1,'.67\\','.67\\',1,NNP,NNP,1,1,wa
'\%','\%',1,'\%','\%',1,POS,POS,1,1,wa
to,to,1,to,to,1,TO,TO,1,1,wa
81,81,1,81,81,1,CD,CD,1,1,wa
'.97\\','.97\\',1,'.97\\','.97\\',1,NNP,NNP,1,1,wa
'\%','\%',1,'\%','\%',1,POS,POS,1,1,wa
;,;,1,;,;,1,PPS,PPS,1,1,wa
meanwhile,meanwhile,1,meanwhile,meanwhile,1,RB,RB,1,1,wa
',',',',1,',',',',1,PPR,PPR,1,1,wa
the,the,1,the,the,1,DET,DET,1,1,wa
average,average,1,average,average,1,JJ,JJ,1,1,wa
rank,rank,1,rank,rank,1,NN,NN,1,1,wa
of,of,1,of,of,1,IN,IN,1,1,wa
the,the,1,the,the,1,DET,DET,1,1,wa
first,first,1,first,first,1,JJ,JJ,1,1,wa
hit,hit,1,hit,hit,1,NN,NN,1,1,wa
recommendation,recommendation,1,recommendation,recommendation,1,NN,NN,1,1,wa
drops,drops,1,drop,drop,1,NNS,NNS,1,1,wa
to,to,1,to,to,1,TO,TO,1,1,wa
2,2,1,2,2,1,CD,CD,1,1,wa
.27,.27,1,.27,.27,1,CD,CD,1,1,wa
from,from,1,from,from,1,IN,IN,1,1,wa
1,1,1,1,1,1,CD,CD,1,1,wa
.78,.78,1,.78,.78,1,CD,CD,1,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
also,?,0,also,?,0,RB,?,0,0,unaligned
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
worth,worth,1,worth,worth,1,JJ,JJ,1,1,preserved
noting,noting,1,note,note,1,VBG,VBG,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
keeping,keeping,1,keep,keep,1,VBG,VBG,1,0,preserved
inreasing,increasing,0,inreasing,increase,0,VBG,VBG,1,1,spelling
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,0,1,preserved
may,may,1,may,may,1,MD,MD,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
always,always,1,always,always,1,RB,RB,1,1,preserved
give,give,1,give,give,1,VB,VB,1,1,preserved
better,better,1,good,good,1,RB,RB,1,1,preserved
precision,precision,1,precision,precision,1,NN,NN,1,0,preserved
since,since,1,since,since,1,IN,IN,0,1,preserved
precision,precision,1,precision,precision,1,NN,NN,1,1,preserved
relies,relies,1,rely,rely,1,VBZ,VBZ,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
only,only,1,only,only,1,RB,RB,1,1,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,preserved
but,but,1,but,but,1,CC,CC,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
robustness,robustness,1,robustness,robustness,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
region,region,1,region,region,1,NN,NN,1,0,preserved
comparision,comparison,0,comparision,comparison,0,NN,NN,1,1,spelling
techniques,techniques,1,technique,technique,1,NNS,NNS,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,',',0,?,',',0,?,PPR,0,0,unaligned
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,wa
cannot,cannot,1,cannot,cannot,1,NN,NN,1,1,wa
provide,provide,1,provide,provide,1,VB,VB,1,1,wa
any,any,1,any,any,1,DET,DET,1,1,wa
hit,hit,1,hit,hit,1,NN,NN,1,1,wa
recommendation,recommendation,1,recommendation,recommendation,1,NN,NN,1,1,wa
for,for,1,for,for,1,IN,IN,1,1,wa
around,around,1,around,around,1,IN,IN,1,1,wa
'20\\','20\\',1,'20\\','20\\',1,NNP,NNP,1,1,wa
'\%','\%',1,'\%','\%',1,POS,POS,1,1,wa
of,of,1,of,of,1,IN,IN,1,0,wa
initial,initial,1,initial,initial,1,JJ,JJ,0,1,wa
query,query,1,query,query,1,NN,NN,1,1,wa
images,images,1,image,image,1,NNS,NNS,1,1,wa
due,due,1,due,due,1,JJ,JJ,1,1,wa
to,to,1,to,to,1,TO,TO,1,1,wa
the,the,1,the,the,1,DET,DET,1,1,wa
fact,fact,1,fact,fact,1,NN,NN,1,1,wa
that,that,1,that,that,1,IN,IN,1,1,wa
our,our,1,our,our,1,PRPS,PRPS,1,1,wa
region,region,1,region,region,1,NN,NN,1,0,wa
comparision,comparison,0,comparision,comparison,0,NN,NN,1,1,wa
technique,technique,1,technique,technique,1,NN,NN,0,1,wa
cannot,cannot,1,cannot,cannot,1,NN,NN,1,1,wa
deal,deal,1,deal,deal,1,NN,NN,1,1,wa
with,with,1,with,with,1,IN,IN,1,1,wa
significant,significant,1,significant,significant,1,JJ,JJ,1,1,wa
variations,variations,1,variation,variation,1,NNS,NNS,1,0,wa
of,the,0,of,the,0,IN,DET,0,1,wa
items,items,1,item,item,1,NNS,NNS,0,1,wa
.,.,1,.,.,1,PP,PP,1,1,wa
?,the,0,?,the,0,?,DET,0,0,unaligned
?,in,0,?,in,0,?,IN,0,0,unaligned
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
5(,5(,1,5(,5(,1,LRB,LRB,1,1,preserved
b,b,1,b,b,1,NN,NN,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
another,another,1,another,another,1,DET,DET,1,1,preserved
circumstance,circumstance,1,circumstance,circumstance,1,NN,NN,1,1,preserved
when,when,1,when,when,1,WRB,WRB,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
increase,increase,1,increase,increase,1,NN,NN,1,1,preserved
'\\MATH','\\MATH',1,'\\MATH','\\MATH',1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
decline,decline,1,decline,decline,1,NN,NN,1,0,preserved
efficiency,efficiency,1,efficiency,efficiency,1,NN,NN,0,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
of,?,0,of,?,0,IN,?,0,0,unaligned
?,in,0,?,in,0,?,IN,0,0,unaligned
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
This,This,1,This,This,1,DET,DET,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
because,because,1,because,because,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
branch-and-bound,branch-and-bound,1,branch-and-bound,branch-and-bound,1,JJ,JJ,1,1,preserved
algorithm,algorithm,1,algorithm,algorithm,1,NN,NN,1,1,preserved
has,has,1,have,have,1,VBZ,VBZ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
visit,visit,1,visit,visit,1,NN,NN,1,1,preserved
more,more,1,more,more,1,JJR,JJR,1,1,preserved
parts,parts,1,part,part,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
total,total,1,total,total,1,JJ,JJ,1,1,preserved
search,search,1,search,search,1,NN,NN,1,1,preserved
space,space,1,space,space,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
order,order,1,order,order,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
find,find,1,find,find,1,VB,VB,1,1,preserved
extra,extra,1,extra,extra,1,JJ,JJ,1,1,preserved
local,local,1,local,local,1,JJ,JJ,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
However,However,1,However,However,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
all,all,1,all,all,1,DET,DET,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
evaluations,evaluations,1,evaluation,evaluation,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
still,still,1,still,still,1,RB,RB,1,0,preserved
performs,performed,0,perform,perform,1,VBZ,VBN,1,1,bigrammar-vtense
around,around,1,around,around,1,IN,IN,0,0,preserved
3,three,0,3,three,0,CD,CD,1,1,spelling
times,times,1,time,time,1,NNS,NNS,0,1,preserved
faster,faster,1,fast,fast,1,RBR,RBR,1,1,preserved
than,than,1,than,than,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
exhaustive,exhaustive,1,exhaustive,exhaustive,1,JJ,JJ,1,1,preserved
search,search,1,search,search,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
important,important,1,important,important,1,JJ,JJ,0,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
practical,practical,1,practical,practical,1,JJ,JJ,1,1,preserved
applications,applications,1,application,application,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Its,?,0,Its,?,0,PRPS,?,0,0,unaligned
superiority,?,0,superiority,?,0,NN,?,0,0,unaligned
is,?,0,be,?,0,VBZ,?,0,0,unaligned
?,This,0,?,This,0,?,DET,0,0,unaligned
?,advantage,0,?,advantage,0,?,NN,0,0,unaligned
?,will,0,?,will,0,?,MD,0,0,unaligned
?,be,0,?,be,0,?,VB,0,0,unaligned
Figure,Figure,1,Figure,Figure,1,NNP,NNP,1,1,preserved
'\\REF','\\REF',1,'\\REF','\\REF',1,NNP,NNP,1,1,preserved
presents,presents,1,present,present,1,NNS,NNS,1,1,preserved
examples,examples,1,example,example,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
hit,hit,1,hit,hit,1,NN,NN,1,1,preserved
recommendations,recommendations,1,recommendation,recommendation,1,NNS,NNS,1,1,preserved
returned,returned,1,return,return,1,VBN,VBN,1,0,preserved
Recommend-Me,byRecommend-Me,0,Recommend-Me,byRecommend-Me,0,JJ,JJ,0,1,wa
.,.,1,.,.,1,PP,PP,0,1,preserved
by,?,0,by,?,0,IN,?,0,0,unaligned
our,?,0,our,?,0,PRPS,?,0,0,unaligned
we,We,0,we,We,0,PRP,PRP,0,0,preserved
',',',',1,',',',',1,PPR,PPR,0,1,wa
named,named,1,name,name,1,VBN,VBN,1,1,preserved
Recommend-Me,Recommend-Me,1,Recommend-Me,Recommend-Me,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,wa
for,for,1,for,for,1,IN,IN,1,0,preserved
visual,visual,1,visual,visual,1,JJ,JJ,0,1,preserved
query,query,1,query,query,1,NN,NN,1,0,preserved
suggestion,suggestions,0,suggestion,suggestion,1,NN,NNS,1,1,bigrammar-others
.,.,1,.,.,1,PP,PP,0,1,wa
In,?,0,In,?,0,IN,?,0,0,unaligned
this,?,0,this,?,0,DET,?,0,0,unaligned
paper,?,0,paper,?,0,NN,?,0,0,unaligned
',',?,0,',',?,0,PPR,?,0,0,unaligned
introduced,?,0,introduce,?,0,VBN,?,0,0,unaligned
a,?,0,a,?,0,DET,?,0,0,unaligned
new,?,0,new,?,0,JJ,?,0,0,unaligned
system,?,0,system,?,0,NN,?,0,0,unaligned
?,described,0,?,describe,0,?,VBN,0,0,unaligned
?,oursystem,0,?,oursystem,0,?,NN,0,0,unaligned
?,making,0,?,make,0,?,VBG,0,0,unaligned
Given,Given,1,Given,Given,1,VBN,VBN,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
