s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
of,from,0,of,from,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
learn,train,0,learn,train,0,VB,NN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
produce,produces,0,produce,produce,1,VB,VBZ,1,1,bigrammar-others
8,eight,0,8,eight,0,CD,CD,1,1,spelling
length,long,0,length,long,0,NN,RB,1,1,bigrammar-wform
testing,test,0,test,test,1,NN,NN,0,1,paraphrase
with,within,0,with,within,0,IN,IN,1,0,bigrammar-prep
neighbor,neighboring,0,neighbor,neighbor,1,NN,JJ,1,1,bigrammar-wform
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
measurement,measurements,0,measurement,measurement,1,NN,NNS,1,0,bigrammar-others
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
with,at,0,with,at,0,IN,IN,1,0,bigrammar-prep
the,a,0,the,a,0,DET,DET,0,1,bigrammar-det
show,list,0,show,list,0,NN,NN,1,1,paraphrase
its,their,0,it,their,0,PRPS,PRPS,1,1,bigrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
compare,compared,0,compare,compare,1,VB,VBN,1,1,bigrammar-vtense
transitition,transition,0,transitition,transition,0,NN,NN,1,1,typo
superimpose,superimposed,0,superimpose,superimpose,1,NN,VBN,1,1,bigrammar-vtense
the,this,0,the,this,0,DET,DET,1,1,bigrammar-det
with,to,0,with,to,0,IN,TO,1,1,bigrammar-prep
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
transition,transitions,0,transition,transition,1,NN,NNS,1,1,bigrammar-others
divided,divide,0,divide,divide,1,VBN,NN,1,1,bigrammar-vtense
by,with,0,by,with,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
edge,edges,0,edge,edge,1,NN,NNS,0,1,bigrammar-others
of,from,0,of,from,0,IN,IN,1,1,bigrammar-prep
Measure,Measures,0,Measure,Measures,0,NN,NNS,1,1,bigrammar-others
for,to,0,for,to,0,IN,TO,1,1,bigrammar-prep
one,ones,0,one,one,1,CD,NNS,1,1,bigrammar-others
well,accurately,0,well,accurately,0,RB,RB,1,1,spelling
one,ones,0,one,one,1,CD,NNS,1,1,bigrammar-others
The,?,0,The,?,0,DET,?,0,0,mogrammar-det
employed,used,0,employ,use,0,VBN,VBN,1,1,paraphrase
on,of,0,on,of,0,IN,IN,0,1,bigrammar-prep
Network,networks,0,Network,network,0,NNP,NNS,0,1,bigrammar-others
its,their,0,it,their,0,PRPS,PRPS,1,1,bigrammar-det
regards,regard,0,regard,regard,1,VBZ,NN,1,1,bigrammar-wform
represent,are,0,represent,be,0,VB,VBP,0,0,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,of,1,of,of,1,IN,IN,1,1,bigrammar-prep
each,a,0,each,a,0,DET,DET,1,1,paraphrase
?,its,0,?,it,0,?,PRPS,0,0,mogrammar-det
?,these,0,?,these,0,?,DET,0,0,mogrammar-det
dimension,dimensions,0,dimension,dimension,1,NN,NNS,1,1,bigrammar-others
lower,smaller,0,low,smaller,0,JJR,JJR,1,1,paraphrase
that,those,0,that,those,0,IN,DET,1,1,bigrammar-det
classifier,classifier[s?],0,classifier,classifier[s?],0,NN,RRB,1,1,bigrammar-others
balance,balances,0,balance,balance,1,NN,NNS,1,1,bigrammar-others
a,an,0,a,an,0,DET,DET,1,1,bigrammar-det
histogram,histograms,0,histogram,histogram,1,NN,NNS,1,1,bigrammar-others
)-based-high-level,')-based high-level',0,)-based-high-level,')-based high-level',0,JJ,'NNP PPR',1,1,spelling
pattern,patterns,0,pattern,pattern,1,NN,NNS,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
layers,layer,0,layer,layer,1,NNS,NN,1,1,bigrammar-others
increase,lengthen,0,increase,lengthen,0,NN,VB,1,1,paraphrase
well,accurately,0,well,accurately,0,RB,RB,1,1,paraphrase
efficiently,efficient,0,efficiently,efficient,0,RB,JJ,1,0,bigrammar-wform
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
for,to,0,for,to,0,IN,TO,1,1,bigrammar-prep
kinds,kind,0,kind,kind,1,NNS,NN,1,1,bigrammar-others
classifier,classifiers,0,classifier,classifier,1,NN,NNS,1,0,bigrammar-others
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
forms,formed,0,form,form,1,NNS,VBN,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,0,1,bigrammar-vtense
to,with,0,to,with,0,TO,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
classifiers,classifier,0,classifier,classifier,1,NNS,NN,1,1,bigrammar-others
proved,proven,0,prove,prove,1,VBN,JJ,1,1,spelling
however,but,0,however,but,0,RB,CC,0,0,paraphrase
for,on,0,for,on,0,IN,IN,1,1,bigrammar-prep
comparable,similar,0,comparable,similar,0,JJ,JJ,1,0,paraphrase
performance,performances,0,performance,performance,1,NN,NNS,0,1,bigrammar-others
seriously,dramatically,0,seriously,dramatically,0,RB,RB,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
through,?,0,through,?,0,IN,?,0,0,mogrammar-prep
that,which,0,that,which,0,IN,WDT,0,1,bigrammar-others
valuating,Evaluating,0,valuate,Evaluating,0,VBG,VBG,1,1,typo
affect,damage,0,affect,damage,0,VB,NN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
It,These,0,It,These,0,PRP,DET,1,0,paraphrase
consists,consisted,0,consist,consist,1,VBZ,VBN,0,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
varies,varied,0,vary,vary,1,VBZ,JJ,1,1,bigrammar-vtense
number,numbers,0,number,number,1,NN,NNS,1,1,bigrammar-others
has,produced,0,have,produce,0,VBZ,VBN,1,1,paraphrase
employs,uses,0,employ,use,0,VBZ,NNS,1,1,paraphrase
smaller,fewer,0,smaller,fewer,0,JJR,JJR,1,1,paraphrase
result,resulting,0,result,result,1,NN,VBG,1,1,bigrammar-wform
employing,using,0,employ,use,0,VBG,VBG,1,1,bigrammar-wform
presented,described,0,present,describe,0,VBN,VBN,1,1,paraphrase
measure,measures,0,measure,measure,1,NN,NNS,1,1,bigrammar-others
resulted,resultant,0,result,resultant,0,VBN,NN,1,1,bigrammar-wform
hard,difficulty,0,hard,difficulty,0,JJ,NN,1,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,to,0,?,to,0,?,TO,0,0,mogrammar-prep
predict,predictive,0,predict,predictive,0,VB,JJ,1,1,bigrammar-wform
cost,costs,0,cost,cost,1,NN,NNS,1,0,bigrammar-others
idea,goal,0,idea,goal,0,NN,NN,1,1,paraphrase
find,finding,0,find,find,1,VB,NN,1,1,bigrammar-wform
equal,equally,0,equal,equally,0,JJ,RB,1,1,bigrammar-wform
distinguished,distinguishing,0,distinguish,distinguish,1,JJ,VBG,1,1,bigrammar-wform
windows,window-s,0,windows,window-s,0,NNS,JJ,1,1,spelling
reduce,reducinge,0,reduce,reducinge,0,VB,NN,1,1,bigrammar-wform
objective,objectives,0,objective,objective,1,NN,NNS,1,1,bigrammar-others
the,an,0,the,an,0,DET,DET,1,1,bigrammar-det
cutpoint,cut-point,0,cutpoint,cut-point,0,NN,JJ,0,1,spelling
number,numbers,0,number,number,1,NN,NNS,1,1,bigrammar-others
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
feature,features,0,feature,feature,1,NN,NNS,1,1,bigrammar-others
feature,features,0,feature,feature,1,NN,NNS,1,0,bigrammar-others
It,They,0,It,They,0,PRP,PRP,0,1,paraphrase
cascade,cascades,0,cascade,cascade,1,NN,NNS,1,1,bigrammar-others
have,hadve,0,have,hadve,0,VB,NN,1,1,bigrammar-vtense
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-others
Network,networks,0,Network,network,0,NNP,NNS,0,1,bigrammar-others
features,ones,0,feature,one,0,NNS,NNS,1,1,paraphrase
rate,rates,0,rate,rate,1,NN,NNS,1,1,bigrammar-others
procedure,procedures,0,procedure,procedure,1,NN,NNS,1,1,bigrammar-others
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
huge,vast,0,huge,vast,0,JJ,JJ,1,1,paraphrase
Network,networks,0,Network,network,0,NNP,NNS,0,1,bigrammar-others
By,In,0,By,In,0,IN,IN,0,1,bigrammar-prep
with,by,0,with,by,0,IN,IN,1,1,bigrammar-prep
or,while,0,or,while,0,CC,IN,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
fast,quickly,0,fast,quickly,0,RB,RB,1,1,paraphrase
turning,enabling,0,turn,enable,0,VBG,VBG,1,1,paraphrase
into,to,0,into,to,0,IN,TO,1,1,bigrammar-prep
classifying,classify,0,classify,classify,1,VBG,VB,1,1,bigrammar-wform
the,the,1,the,the,1,DET,DET,1,1,bigrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
through,throughout,0,through,throughout,0,IN,IN,1,0,bigrammar-prep
reuse,'have reused',0,reuse,'have reuse',0,NN,'VB POS',1,1,bigrammar-vtense
Haar-wavelet,'Haar wavelet',0,Haar-wavelet,'Haar wavelet',0,JJ,'NNP POS',1,1,spelling
to,?,0,to,?,0,TO,?,0,0,mogrammar-prep
previously,already,0,previously,already,0,RB,RB,0,0,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
their,the,0,their,the,0,PRPS,DET,1,1,bigrammar-det
that,which,0,that,which,0,IN,WDT,0,1,bigrammar-others
the,its,0,the,it,0,DET,PRPS,1,1,bigrammar-det
propose,proposed,0,propose,propose,1,VB,JJ,1,1,bigrammar-vtense
propose,proposed,0,propose,propose,1,VB,JJ,1,0,bigrammar-vtense
the,a,0,the,a,0,DET,DET,0,1,bigrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
well,accurately,0,well,accurately,0,RB,RB,1,1,paraphrase
Actually,However,0,Actually,However,0,RB,RB,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
36x36,36x36-pixel,0,36x36,36x36-pixel,0,CD,JJ,1,1,spelling
quick,quickly,0,quick,quickly,0,JJ,RB,1,1,bigrammar-wform
advantages,advantage,0,advantage,advantage,1,NNS,NN,1,1,bigrammar-others
are,enable,0,be,enable,0,VBP,VB,1,1,paraphrase
in,?,0,in,?,0,IN,?,0,0,mogrammar-prep
fist,first,0,fist,first,0,RB,JJ,1,1,typo
from,in,0,from,in,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
non-linear,nonlinear,0,non-linear,nonlinear,0,JJ,NN,1,1,spelling
as,?,0,as,?,0,IN,?,0,0,mogrammar-prep
with,of,0,with,of,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
incorrect,incorrectly,0,incorrect,incorrectly,0,JJ,RB,1,1,bigrammar-wform
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,the,1,the,the,1,DET,DET,1,1,bigrammar-det
rate,rates,0,rate,rate,1,NN,NNS,1,1,bigrammar-others
proved,proven,0,prove,prove,1,VBN,JJ,1,1,spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
fully,full,0,fully,full,0,RB,JJ,1,1,bigrammar-wform
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-wform
correspondent,corresponding,0,correspondent,correspond,0,NN,JJ,1,1,bigrammar-wform
In,on,0,In,on,0,IN,IN,0,1,bigrammar-prep
with,of,0,with,of,0,IN,IN,1,0,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
the,an,0,the,an,0,DET,DET,1,1,bigrammar-det
that,one,0,that,one,0,IN,CD,1,1,paraphrase
while,and,0,while,and,0,IN,CC,1,1,paraphrase
which,that,0,which,that,0,WDT,IN,1,0,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
number,numbers,0,number,number,1,NN,NNS,1,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
run,ran,0,run,run,1,NN,VBD,1,0,bigrammar-vtense
run,was,0,run,be,0,NN,VBD,1,0,paraphrase
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
a,an,0,a,an,0,DET,DET,1,1,bigrammar-det
smaller,shorter,0,smaller,short,0,JJR,JJR,1,1,paraphrase
everal,several,0,everal,several,0,NN,JJ,1,1,typo
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
vector,vectors,0,vector,vector,1,NN,NNS,1,1,bigrammar-others
resulted,yielded,0,result,yield,0,VBN,VBN,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
approximate,approximately,0,approximate,approximately,0,JJ,RB,1,1,bigrammar-wform
Table,Tables,0,Table,Tables,0,NNP,NNS,1,1,bigrammar-others
from,by,0,from,by,0,IN,IN,1,1,bigrammar-prep
If,When,0,If,When,0,IN,WRB,1,1,paraphrase
rejects,rejected,0,reject,reject,1,VBZ,VBN,1,1,bigrammar-vtense
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
runs,ran,0,run,run,1,NNS,VBD,1,1,bigrammar-vtense
are,achieving,0,be,achieve,0,VBP,VBG,0,1,paraphrase
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
rejects,rejected,0,reject,reject,1,VBZ,VBN,1,0,bigrammar-vtense
fast,quickly,0,fast,quickly,0,RB,RB,1,0,paraphrase
process,processed,0,process,process,1,NN,JJ,1,1,bigrammar-vtense
the,a,0,the,a,0,DET,DET,0,1,bigrammar-det
runs,ran,0,run,run,1,NNS,VBD,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
in,?,0,in,?,0,IN,?,0,0,mogrammar-prep
it,they,0,it,they,0,PRP,PRP,1,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
classifier,classifiers,0,classifier,classifier,1,NN,NNS,1,1,bigrammar-others
advantages,advantage,0,advantage,advantage,1,NNS,NN,1,0,bigrammar-others
from,of,0,from,of,0,IN,IN,0,1,bigrammar-prep
of,in,0,of,in,0,IN,IN,0,0,bigrammar-prep
among,between,0,among,between,0,IN,IN,1,0,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
for,of,0,for,of,0,IN,IN,1,1,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,with,0,of,with,0,IN,IN,1,1,bigrammar-prep
?,that,0,?,that,0,?,IN,0,0,unaligned
of,in,0,of,in,0,IN,IN,1,1,bigrammar-prep
purpose,purposes,0,purpose,purpose,1,NN,NNS,1,1,bigrammar-others
paper,research,0,paper,research,0,NN,NN,1,1,paraphrase
relevancy,relevance,0,relevancy,relevance,0,NN,NN,1,1,spelling
with,of,0,with,of,0,IN,IN,1,1,bigrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
?,is,0,?,be,0,?,VBZ,0,0,unaligned
show,demonstrated,0,show,demonstrate,0,NN,VBN,1,1,paraphrase
search,searches,0,search,search,1,NN,NNS,1,0,bigrammar-others
is,are,0,be,be,1,VBZ,VBP,0,1,bigrammar-others
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
relevancy,relevance,0,relevancy,relevance,0,NN,NN,0,1,paraphrase
low,poor,0,low,poor,0,JJ,JJ,0,1,paraphrase
of,from,0,of,from,0,IN,IN,1,1,bigrammar-prep
requires,involves,0,require,involve,0,VBZ,VBZ,1,1,paraphrase
number,numbers,0,number,number,1,NN,NNS,1,1,bigrammar-others
follow,pursued,0,follow,pursue,0,VB,JJ,1,1,paraphrase
of,with,0,of,with,0,IN,IN,1,1,bigrammar-prep
by,with,0,by,with,0,IN,IN,1,1,bigrammar-prep
engine,engines,0,engine,engine,1,NN,NNS,1,1,bigrammar-others
?,is,0,?,be,0,?,VBZ,0,0,unaligned
approaches,ones,0,approach,one,0,NNS,NNS,1,0,paraphrase
with,of,0,with,of,0,IN,IN,1,1,bigrammar-prep
so,?,0,so,?,0,RB,?,0,0,unaligned
?,the,0,?,the,0,?,DET,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
show,demonstrated,0,show,demonstrate,0,NN,VBN,1,1,paraphrase
with,of,0,with,of,0,IN,IN,1,0,bigrammar-prep
algorithm,algorithms,0,algorithm,algorithm,1,NN,NNS,1,1,bigrammar-others
can,could,0,can,could,0,MD,MD,1,1,bigrammar-vtense
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
for,of,0,for,of,0,IN,IN,1,1,bigrammar-prep
detect,detected,0,detect,detect,1,VB,VBN,0,1,bigrammar-vtense
group,grouped,0,group,group,1,NN,VBN,1,1,bigrammar-vtense
persons,people,0,person,people,0,NNS,NNS,1,1,spelling
persons,people,0,person,people,0,NNS,NNS,1,1,bigrammar-others
assume,assumed,0,assume,assume,1,VB,VBN,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
persons,people,0,person,people,0,NNS,NNS,1,0,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-prep
collect,collected,0,collect,collect,1,JJ,VBN,1,0,bigrammar-vtense
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
to,with,0,to,with,0,TO,IN,1,1,bigrammar-prep
use,used,0,use,use,1,NN,VBN,1,1,bigrammar-vtense
of,from,0,of,from,0,IN,IN,1,1,bigrammar-others
can,could,0,can,could,0,MD,MD,1,1,bigrammar-vtense
person,'people\'s',0,person,people\s,0,NN,POS,1,1,paraphrase
know,knew,0,know,know,1,VB,VBD,1,1,bigrammar-vtense
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
can,could,0,can,could,0,MD,MD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
for,in,0,for,in,0,IN,IN,1,1,bigrammar-prep
label,labels,0,label,label,1,NN,NNS,1,1,bigrammar-others
face,faces,0,face,face,1,NN,NNS,1,1,bigrammar-others
firstly,first,0,firstly,first,0,RB,JJ,0,1,bigrammar-wform
of,from,0,of,from,0,IN,IN,1,1,bigrammar-prep
in,within,0,in,within,0,IN,IN,1,1,bigrammar-prep
Secondly,Second,0,Secondly,Second,0,RB,NNP,1,1,bigrammar-wform
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
given,given,1,give,give,1,VBN,VBN,0,0,duplicate
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
filename,filenames,0,filename,filename,1,NN,NNS,1,1,bigrammar-others
caption,captions,0,caption,caption,1,NN,NNS,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
among,between,0,among,between,0,IN,IN,1,1,bigrammar-prep
relevancy,relevance,0,relevancy,relevance,0,NN,NN,1,1,spelling
for,to,0,for,to,0,IN,TO,1,1,bigrammar-prep
in,to,0,in,to,0,IN,TO,1,1,bigrammar-prep
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
makes,made,0,make,make,1,VBZ,VBN,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
In,?,0,In,?,0,IN,?,0,0,unaligned
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
learns,learned,0,learn,learn,1,VBZ,VBN,1,0,bigrammar-vtense
relevancy,relevance,0,relevancy,relevance,0,NN,NN,0,1,paraphrase
to,of,0,to,of,0,TO,IN,1,1,bigrammar-prep
car,cars,0,car,car,1,NN,NNS,1,0,bigrammar-inter
flag,flags,0,flag,flag,1,NN,NNS,0,1,bigrammar-inter
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
extend,extended,0,extend,extend,1,VB,JJ,1,1,bigrammar-vtense
by,in,0,by,in,0,IN,IN,1,1,bigrammar-prep
means,ways,0,mean,ways,0,NNS,NNS,1,1,paraphrase
for,to,0,for,to,0,IN,TO,1,1,bigrammar-prep
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
feature,features,0,feature,feature,1,NN,NNS,1,1,bigrammar-others
return,returned,0,return,return,1,NN,VBN,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Meanwhile,Further,0,Meanwhile,Further,0,RB,RB,1,1,paraphrase
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
with,of,0,with,of,0,IN,IN,1,1,bigrammar-others
relevancy,relevance,0,relevancy,relevance,0,NN,NN,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
filename,filenames,0,filename,filename,1,NN,NNS,1,1,bigrammar-others
title,titles,0,title,title,1,NN,NNS,1,1,bigrammar-others
and,or,0,and,or,0,CC,CC,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
term,terms,0,term,term,1,NN,NNS,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
proposed,propose,0,propose,propose,1,JJ,VB,1,1,bigrammar-vtense
for,of,0,for,of,0,IN,IN,0,1,bigrammar-prep
among,between,0,among,between,0,IN,IN,1,1,bigrammar-prep
word,words,0,word,word,1,NN,NNS,1,1,bigrammar-others
assume,assumed,0,assume,assume,1,VB,VBN,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
cluster,clusters,0,cluster,cluster,1,NN,NNS,1,1,bigrammar-others
of,in,0,of,in,0,IN,IN,1,1,bigrammar-prep
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
a,?,0,a,?,0,DET,?,0,0,mogrammar-det
of,in,0,of,in,0,IN,IN,1,1,bigrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
it,this,0,it,this,0,PRP,DET,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
an,a,0,an,a,0,DET,DET,1,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
It,This,0,It,This,0,PRP,DET,1,1,paraphrase
requires,involves,0,require,involve,0,VBZ,VBZ,1,0,paraphrase
collect,collecting,0,collect,collect,1,JJ,VBG,1,1,bigrammar-wform
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
persons;,people,0,persons;,people,0,PPS,NNS,1,0,paraphrase
?,that,0,?,that,0,?,IN,0,0,mogrammar-det
shown,seen,0,show,see,0,VBN,VBN,1,1,bigrammar-vtense
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
are,is,0,be,be,1,VBP,VBZ,1,1,bigrammar-wform
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
of,where,0,of,where,0,IN,WRB,1,1,bigrammar-others
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
satisfied,satisfying,0,satisfy,satisfy,1,JJ,JJ,0,0,bigrammar-wform
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
of,from,0,of,from,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
7,seven,0,7,seven,0,CD,CD,1,1,paraphrase
3,three,0,3,three,0,CD,CD,1,1,paraphrase
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
of,from,0,of,from,0,IN,IN,1,1,bigrammar-prep
was,were,0,be,be,1,VBD,VBD,1,1,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
picked,selected,0,pick,select,0,VBN,JJ,1,1,paraphrase
7,seven,0,7,seven,0,CD,CD,1,1,paraphrase
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
does,did,0,do,do,1,VBZ,VBD,1,1,bigrammar-vtense
knows,knew,0,know,know,1,VBZ,VBD,1,1,bigrammar-vtense
represent,represented,0,represent,represent,1,VB,VBN,1,1,bigrammar-vtense
persons,people,0,person,people,0,NNS,NNS,1,1,paraphrase
of,in,0,of,in,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
into,in,0,into,in,0,IN,IN,1,1,bigrammar-prep
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-vtense
4,four,0,4,four,0,CD,CD,1,1,paraphrase
9,nine,0,9,nine,0,CD,CD,1,1,paraphrase
In,?,0,In,?,0,IN,?,0,0,mogrammar-prep
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
has,had,0,have,have,1,VBZ,VBD,1,1,bigrammar-vtense
